DEBIT	CREDIT	TRANSFERID	CREATEDDATE
0	0.5	1478800802	30-DEC-25
0	0.5	1478800925	30-DEC-25
0.02	0.55	1478801026	30-DEC-25
0.02	0.55	1478801266	30-DEC-25
0.5	0	1478801595	30-DEC-25
0.02	0.55	1478801732	30-DEC-25
0.02	0.55	1478801866	30-DEC-25
0.5	0	1478801896	30-DEC-25
0.02	0.55	1478802090	30-DEC-25
0	0.5	1478802322	30-DEC-25
0	0.5	1478802354	30-DEC-25
0.02	0.55	1478802361	30-DEC-25
0	0.11	1478802432	30-DEC-25
0.3	0	1478802652	30-DEC-25
0.02	0.55	1478802983	30-DEC-25
0.02	0.3	1478802984	30-DEC-25
0.02	0.35	1478803031	30-DEC-25
0	4.39	1478803274	30-DEC-25
0.35	0	1478803358	30-DEC-25
0.02	0.55	1478803435	30-DEC-25
0.02	1.05	1478803472	30-DEC-25
0.3	0	1478803473	30-DEC-25
0.02	0.25	1478803905	30-DEC-25
0.02	0.55	1478803916	30-DEC-25
0.02	0.55	1478804101	30-DEC-25
0.02	0.55	1478804192	30-DEC-25
0	0.8	1478804220	30-DEC-25
0.05	0	1478804235	30-DEC-25
0	0.15	1478804289	30-DEC-25
0	0.5	1478804338	30-DEC-25
0	0.5	1478804443	30-DEC-25
0.3	0	1478804556	30-DEC-25
0.02	0.55	1478804691	30-DEC-25
0.02	0.55	1478804702	30-DEC-25
0	0.5	1478804900	30-DEC-25
0	0.5	1478805205	30-DEC-25
0	0.5	1478805413	30-DEC-25
0	0.5	1478805431	30-DEC-25
0.02	0.55	1478805509	30-DEC-25
0.02	0.55	1478805701	30-DEC-25
0	0.5	1478805758	30-DEC-25
0.02	0.55	1478805805	30-DEC-25
0.02	0.55	1478805913	30-DEC-25
0	0.25	1478806116	30-DEC-25
0	0.5	1478806177	30-DEC-25
0	0.5	1478806180	30-DEC-25
1.2	0	1478806333	30-DEC-25
1.2	0	1478806499	30-DEC-25
0	0.5	1478806504	30-DEC-25
0.2	0	1478806586	30-DEC-25
0.02	1.05	1478806867	30-DEC-25
1	0	1478806900	30-DEC-25
0	0.1	1478807057	30-DEC-25
0.02	0.55	1478807179	30-DEC-25
0.02	0.55	1478807264	30-DEC-25
2	0	1478807332	30-DEC-25
0.48	0	1478807409	30-DEC-25
0	0.3	1478807565	30-DEC-25
0	0.25	1478807720	30-DEC-25
0.02	0.55	1478807850	30-DEC-25
0	0.5	1478807886	30-DEC-25
0.02	0.55	1478807902	30-DEC-25
0.02	1.05	1478807916	30-DEC-25
0.02	1.05	1478808109	30-DEC-25
0.02	0.3	1478808226	30-DEC-25
0.02	0.55	1478808309	30-DEC-25
0	0.5	1478808393	30-DEC-25
0.02	0.55	1478808593	30-DEC-25
0.2	0	1478808699	30-DEC-25
0.02	0.55	1478808873	30-DEC-25
0	0.12	1478808894	30-DEC-25
0.02	0.55	1478809176	30-DEC-25
0	17.3	1478809348	30-DEC-25
0	0.12	1478809361	30-DEC-25
0	0.25	1478809409	30-DEC-25
0	3	1478809683	30-DEC-25
7.9	0	1478810100	30-DEC-25
0.02	0.55	1478810132	30-DEC-25
0.02	0.55	1478810554	30-DEC-25
0	1.3	1478810588	30-DEC-25
0.2	0	1478810739	30-DEC-25
0.3	0	1478810841	30-DEC-25
0	0.2	1478811079	30-DEC-25
0	0.5	1478811454	30-DEC-25
1	0	1478811498	30-DEC-25
0	0.5	1478811659	30-DEC-25
0.02	0.55	1478811718	30-DEC-25
0.02	0.3	1478811726	30-DEC-25
0.02	2.1	1478811798	30-DEC-25
0.02	0.25	1478811817	30-DEC-25
0.02	0.75	1478811826	30-DEC-25
0.2	0	1478811898	30-DEC-25
0	0.25	1478811902	30-DEC-25
0	0.12	1478812012	30-DEC-25
0	0.5	1478812130	30-DEC-25
0	0.3	1478812182	30-DEC-25
3	0	1478812197	30-DEC-25
0	0.5	1478812279	30-DEC-25
0	0.5	1478812351	30-DEC-25
0.4	0	1478812415	30-DEC-25
0.02	0.17	1478812452	30-DEC-25
0.02	0.55	1478812454	30-DEC-25
0.02	0.55	1478812464	30-DEC-25
0.02	0.55	1478812479	30-DEC-25
0.2	0	1478812498	30-DEC-25
0	0.5	1478812500	30-DEC-25
0.1	0	1478812548	30-DEC-25
0	0.5	1478812954	30-DEC-25
0.02	0.55	1478813037	30-DEC-25
0	0.5	1478813254	30-DEC-25
0.02	0.17	1478813308	30-DEC-25
0	5	1478813399	30-DEC-25
1	0	1478813588	30-DEC-25
2	0	1478813728	30-DEC-25
0.02	0.55	1478813736	30-DEC-25
0	0.25	1478813808	30-DEC-25
0	0.43	1478814146	30-DEC-25
0	2	1478814193	30-DEC-25
0.02	1.05	1478814256	30-DEC-25
0.02	0.55	1478814272	30-DEC-25
0.4	0	1478814278	30-DEC-25
0	0.5	1478814329	30-DEC-25
0	1	1478814375	30-DEC-25
0	0.25	1478814403	30-DEC-25
0.5	0	1478814487	30-DEC-25
0.02	0.3	1478814554	30-DEC-25
0	0.8	1478814666	30-DEC-25
0	0.25	1478814722	30-DEC-25
0.02	0.55	1478814729	30-DEC-25
0.17	0	1478814934	30-DEC-25
0.5	0	1478814942	30-DEC-25
0.02	0.75	1478815050	30-DEC-25
0	0.4	1478815118	30-DEC-25
0	0.12	1478815189	30-DEC-25
0	0.5	1478815204	30-DEC-25
0	0.5	1478815261	30-DEC-25
0.12	0	1478815516	30-DEC-25
0	5.5	1478815546	30-DEC-25
5	0	1478815643	30-DEC-25
0.02	0.3	1478815809	30-DEC-25
0	0.5	1478815837	30-DEC-25
0	0.5	1478815858	30-DEC-25
0	0.5	1478816140	30-DEC-25
0.02	0.55	1478816190	30-DEC-25
0.5	0	1478816280	30-DEC-25
0	0.5	1478816392	30-DEC-25
0.4	0	1478816593	30-DEC-25
0.02	0.55	1478816632	30-DEC-25
0	0.5	1478816917	30-DEC-25
0	0.5	1478817026	30-DEC-25
0	0.5	1478817027	30-DEC-25
0	70	1478817130	30-DEC-25
0.1	0	1478817182	30-DEC-25
0.5	0	1478817204	30-DEC-25
0	0.5	1478817244	30-DEC-25
0	3	1478817263	30-DEC-25
0.02	0.55	1478817367	30-DEC-25
0	0.5	1478817383	30-DEC-25
0.02	0.55	1478817420	30-DEC-25
0	0.5	1478817676	30-DEC-25
0	0.5	1478817800	30-DEC-25
0.02	0.55	1478817891	30-DEC-25
0	0.25	1478818057	30-DEC-25
0	0.5	1478818173	30-DEC-25
0	0.5	1478818241	30-DEC-25
0.02	0.55	1478818281	30-DEC-25
0.02	0.55	1478818282	30-DEC-25
0	0.5	1478818304	30-DEC-25
0	0.5	1478818335	30-DEC-25
0	0.25	1478818337	30-DEC-25
0.02	0.55	1478818371	30-DEC-25
0	0.25	1478818396	30-DEC-25
0	0.5	1478818597	30-DEC-25
0.4	0	1478818727	30-DEC-25
0.02	0.55	1478818823	30-DEC-25
0.75	0	1478818826	30-DEC-25
0	0.5	1478818839	30-DEC-25
0	0.5	1478819191	30-DEC-25
0	0.12	1478819303	30-DEC-25
0	0.12	1478819411	30-DEC-25
0.02	0.55	1478819451	30-DEC-25
0	0.25	1478819479	30-DEC-25
0.02	0.55	1478819573	30-DEC-25
0	0.5	1478819628	30-DEC-25
0.02	0.55	1478819811	30-DEC-25
0.02	0.55	1478819852	30-DEC-25
0.02	0.55	1478819897	30-DEC-25
1.5	0	1478820274	30-DEC-25
0	2	1478820285	30-DEC-25
0	0.5	1478820353	30-DEC-25
0.02	0.55	1478820429	30-DEC-25
0.1	0	1478820501	30-DEC-25
1	0	1478820579	30-DEC-25
0.02	0.55	1478820584	30-DEC-25
0.02	0.65	1478820907	30-DEC-25
0.02	0.55	1478820990	30-DEC-25
0	0.5	1478821065	30-DEC-25
0.02	0.55	1478821127	30-DEC-25
0.02	0.55	1478821132	30-DEC-25
0.3	0	1478821472	30-DEC-25
0	0.5	1478821526	30-DEC-25
0.02	0.55	1478821741	30-DEC-25
0.3	0	1478821836	30-DEC-25
0.02	0.55	1478821933	30-DEC-25
0	0.25	1478822105	30-DEC-25
0.02	0.55	1478822107	30-DEC-25
0	0.25	1478822109	30-DEC-25
0	0.5	1478822112	30-DEC-25
0.02	0.75	1478822181	30-DEC-25
0	0.5	1478822197	30-DEC-25
0.02	0.3	1478822285	30-DEC-25
0.02	0.3	1478822479	30-DEC-25
6.3	0	1478822572	30-DEC-25
0.02	2.1	1478822607	30-DEC-25
0	0.5	1478822644	30-DEC-25
0	0.5	1478822718	30-DEC-25
1	0	1478822799	30-DEC-25
0	0.5	1478822913	30-DEC-25
0.02	0.55	1478822933	30-DEC-25
0	0.5	1478823034	30-DEC-25
0	0.5	1478823085	30-DEC-25
0	1.7	1478823251	30-DEC-25
0.5	0	1478823430	30-DEC-25
0.02	0.55	1478823553	30-DEC-25
0	0.5	1478823678	30-DEC-25
0	0.5	1478823716	30-DEC-25
0	1.5	1478823774	30-DEC-25
0.1	0	1478823787	30-DEC-25
0	0.5	1478824221	30-DEC-25
0	0.5	1478824227	30-DEC-25
0	0.25	1478824620	30-DEC-25
0	0.3	1478824792	30-DEC-25
0.02	0.55	1478824845	30-DEC-25
0	0.25	1478824963	30-DEC-25
0	0.25	1478825030	30-DEC-25
0	0.12	1478825148	30-DEC-25
0	0.33	1478825252	30-DEC-25
0	0.25	1478825457	30-DEC-25
15.5	0	1478825484	30-DEC-25
0	0.5	1478825591	30-DEC-25
0	0.1	1478825632	30-DEC-25
0	0.25	1478825663	30-DEC-25
0	0.12	1478825726	30-DEC-25
0.02	0.55	1478825733	30-DEC-25
0.02	0.55	1478825933	30-DEC-25
0.3	0	1478826114	30-DEC-25
0	0.5	1478826244	30-DEC-25
0.02	2.1	1478826246	30-DEC-25
0.02	0.55	1478826694	30-DEC-25
0.02	0.55	1478826706	30-DEC-25
0.5	0	1478826715	30-DEC-25
0.3	0	1478826774	30-DEC-25
0	0.5	1478826807	30-DEC-25
0.02	0.16	1478826854	30-DEC-25
0.6	0	1478826916	30-DEC-25
0	19	1478827377	30-DEC-25
0.3	0	1478827595	30-DEC-25
0	1.6	1478827597	30-DEC-25
0.02	0.55	1478827656	30-DEC-25
0.3	0	1478827696	30-DEC-25
0	0.5	1478827760	30-DEC-25
0.02	0.3	1478827806	30-DEC-25
0	0.12	1478828270	30-DEC-25
0.02	0.55	1478828310	30-DEC-25
0.02	0.55	1478828474	30-DEC-25
0.02	0.55	1478828554	30-DEC-25
0	0.5	1478828756	30-DEC-25
0	0.3	1478828898	30-DEC-25
0	0.5	1478828906	30-DEC-25
0.15	0	1478829055	30-DEC-25
0.02	0.55	1478829242	30-DEC-25
0.02	0.55	1478829267	30-DEC-25
0	0.12	1478829442	30-DEC-25
0	0.5	1478829679	30-DEC-25
0	0.25	1478829845	30-DEC-25
0	10	1478830078	30-DEC-25
3	0	1478830169	30-DEC-25
0.2	0	1478830204	30-DEC-25
0	0.12	1478830262	30-DEC-25
0.02	0.55	1478830360	30-DEC-25
0	0.5	1478830370	30-DEC-25
0	0.5	1478830572	30-DEC-25
0	0.78	1478830972	30-DEC-25
0	0.5	1478831015	30-DEC-25
0.02	0.55	1478831055	30-DEC-25
0.02	0.3	1478831058	30-DEC-25
0	0.5	1478831063	30-DEC-25
0.02	0.55	1478831208	30-DEC-25
0	0.5	1478831237	30-DEC-25
0	0.5	1478831556	30-DEC-25
0	1.8	1478831616	30-DEC-25
0.02	0.55	1478831646	30-DEC-25
0	0.5	1478831825	30-DEC-25
0	0.25	1478831845	30-DEC-25
2	0	1478831883	30-DEC-25
0.02	0.55	1478831912	30-DEC-25
0	0.12	1478832057	30-DEC-25
0	0.5	1478832132	30-DEC-25
0.02	0.45	1478832141	30-DEC-25
0	0.5	1478832221	30-DEC-25
0	0.5	1478832237	30-DEC-25
0.8	0	1478832365	30-DEC-25
0.15	0	1478832380	30-DEC-25
0.1	0	1478832528	30-DEC-25
0	0.12	1478832533	30-DEC-25
0.02	40.1	1478832708	30-DEC-25
0.3	0	1478832876	30-DEC-25
0.02	0.55	1478832951	30-DEC-25
0.02	0.55	1478833016	30-DEC-25
0.2	0	1478833099	30-DEC-25
0	0.5	1478833128	30-DEC-25
0	0.5	1478833148	30-DEC-25
0.02	0.55	1478833309	30-DEC-25
0.02	0.55	1478833439	30-DEC-25
0.4	0	1478833445	30-DEC-25
0.02	0.55	1478833455	30-DEC-25
0.2	0	1478833619	30-DEC-25
0	0.5	1478833643	30-DEC-25
0	0.4	1478833802	30-DEC-25
0.02	0.55	1478833979	30-DEC-25
0	0.12	1478834005	30-DEC-25
4.5	0	1478834182	30-DEC-25
0	0.5	1478834329	30-DEC-25
0.3	0	1478834389	30-DEC-25
0.02	0.55	1478834423	30-DEC-25
0	0.25	1478834430	30-DEC-25
1.5	0	1478834524	30-DEC-25
0	0.5	1478834525	30-DEC-25
0.02	0.55	1478834611	30-DEC-25
0.02	0.55	1478834620	30-DEC-25
0.02	0.2	1478834829	30-DEC-25
0	0.25	1478834978	30-DEC-25
0.5	0	1478834992	30-DEC-25
0.02	0.55	1478835025	30-DEC-25
0	0.5	1478835146	30-DEC-25
0	0.5	1478835255	30-DEC-25
0	0.5	1478835503	30-DEC-25
0.02	0.55	1478835583	30-DEC-25
0	0.2	1478835603	30-DEC-25
0	0.5	1478835730	30-DEC-25
0.02	0.55	1478835801	30-DEC-25
0	0.5	1478835877	30-DEC-25
0	0.5	1478836176	30-DEC-25
0	10	1478836240	30-DEC-25
0.02	8.1	1478836300	30-DEC-25
0	0.25	1478836411	30-DEC-25
0.02	0.55	1478836505	30-DEC-25
0.2	0	1478836561	30-DEC-25
0	0.25	1478836682	30-DEC-25
0	0.5	1478836763	30-DEC-25
0	0.5	1478836943	30-DEC-25
0	0.14	1478837048	30-DEC-25
0.02	0.55	1478837176	30-DEC-25
0	0.6	1478837301	30-DEC-25
0.5	0	1478837355	30-DEC-25
2	0	1478837392	30-DEC-25
0	0.5	1478837580	30-DEC-25
0.1	0	1478837625	30-DEC-25
0	0.5	1478837627	30-DEC-25
0.04	0	1478837933	30-DEC-25
0	0.5	1478838138	30-DEC-25
0.02	0.55	1478838461	30-DEC-25
0	0.5	1478838477	30-DEC-25
0	0.5	1478838590	30-DEC-25
3	0	1478838774	30-DEC-25
0	0.12	1478839088	30-DEC-25
0	0.5	1478839313	30-DEC-25
0	0.5	1478839392	30-DEC-25
0	0.5	1478839794	30-DEC-25
0	0.5	1478839830	30-DEC-25
0.02	0.35	1478839848	30-DEC-25
0.3	0	1478840432	30-DEC-25
0	0.5	1478840524	30-DEC-25
0.02	0.55	1478840572	30-DEC-25
0	0.5	1478840579	30-DEC-25
0.02	0.55	1478840583	30-DEC-25
0	1	1478840620	30-DEC-25
0	0.5	1478841396	30-DEC-25
0.5	0	1478841482	30-DEC-25
0	0.5	1478841808	30-DEC-25
2	0	1478841821	30-DEC-25
0	0.75	1478841887	30-DEC-25
0	0.25	1478842083	30-DEC-25
0.02	0.55	1478842093	30-DEC-25
0	0.25	1478842104	30-DEC-25
0	0.25	1478842369	30-DEC-25
0	0.5	1478842812	30-DEC-25
0	0.5	1478843306	30-DEC-25
0.02	0.55	1478843319	30-DEC-25
0	0.25	1478843492	30-DEC-25
0	0.5	1478843678	30-DEC-25
0	0.25	1478843712	30-DEC-25
0	0.5	1478843723	30-DEC-25
0.02	0.55	1478843792	30-DEC-25
0	0.25	1478843977	30-DEC-25
2.5	0	1478844037	30-DEC-25
0	0.48	1478844182	30-DEC-25
0	0.5	1478844580	30-DEC-25
0.02	0.55	1478844582	30-DEC-25
0.02	0.55	1478844655	30-DEC-25
0	0.5	1478844740	30-DEC-25
0.02	0.17	1478844777	30-DEC-25
1.7	0	1478845087	30-DEC-25
1.5	0	1478845271	30-DEC-25
0.02	0.3	1478845316	30-DEC-25
4.5	0	1478845338	30-DEC-25
0	0.5	1478845648	30-DEC-25
0	0.5	1478845680	30-DEC-25
0.02	0.55	1478845728	30-DEC-25
0	0.5	1478845777	30-DEC-25
0.25	0	1478845842	30-DEC-25
0.5	0	1478845857	30-DEC-25
0.02	0.55	1478845887	30-DEC-25
0.02	0.55	1478846075	30-DEC-25
0.02	0.55	1478846091	30-DEC-25
0	0.5	1478846133	30-DEC-25
0.02	0.55	1478846233	30-DEC-25
0.02	0.55	1478846242	30-DEC-25
0.02	0.55	1478846282	30-DEC-25
0.02	0.55	1478846287	30-DEC-25
0.02	0.55	1478846353	30-DEC-25
0	0.5	1478846830	30-DEC-25
0	0.12	1478846992	30-DEC-25
0.25	0	1478847247	30-DEC-25
0.02	0.55	1478847249	30-DEC-25
0.02	0.3	1478847384	30-DEC-25
0.02	0.55	1478847489	30-DEC-25
0	0.5	1478848294	30-DEC-25
0	0.12	1478848324	30-DEC-25
0	1.5	1478848348	30-DEC-25
0.1	0	1478848400	30-DEC-25
0.02	0.55	1478848446	30-DEC-25
0	0.5	1478848510	30-DEC-25
0	0.5	1478848610	30-DEC-25
0	0.12	1478848619	30-DEC-25
0	0.5	1478848653	30-DEC-25
0.02	0.55	1478848729	30-DEC-25
0.4	0	1478848750	30-DEC-25
0	0.12	1478848823	30-DEC-25
0	0.79	1478848851	30-DEC-25
0	0.5	1478849265	30-DEC-25
0	0.5	1478849545	30-DEC-25
0.02	0.55	1478849678	30-DEC-25
0	0.5	1478849728	30-DEC-25
0.5	0	1478849801	30-DEC-25
0	0.5	1478849832	30-DEC-25
0	0.5	1478850032	30-DEC-25
0.02	0.55	1478850068	30-DEC-25
0	0.5	1478850082	30-DEC-25
0.6	0	1478850094	30-DEC-25
0.02	0.65	1478850144	30-DEC-25
0	0.5	1478850693	30-DEC-25
0.2	0	1478850962	30-DEC-25
2	0	1478851038	30-DEC-25
0	0.5	1478851361	30-DEC-25
0	0.5	1478851642	30-DEC-25
0	0.5	1478851651	30-DEC-25
0.02	0.55	1478851686	30-DEC-25
0.02	0.55	1478851754	30-DEC-25
0.02	0.55	1478851999	30-DEC-25
0	0.5	1478852098	30-DEC-25
2.5	0	1478852149	30-DEC-25
0.5	0	1478852150	30-DEC-25
0.02	0.55	1478852177	30-DEC-25
0.02	0.55	1478852554	30-DEC-25
0	0.5	1478852567	30-DEC-25
2.1	0	1478852614	30-DEC-25
0.02	1.05	1478852667	30-DEC-25
0.02	0.3	1478852744	30-DEC-25
0.2	0	1478852898	30-DEC-25
0	2.4	1478852924	30-DEC-25
0	0.5	1478853102	30-DEC-25
0	0.3	1478853179	30-DEC-25
0	2	1478853278	30-DEC-25
0.3	0	1478853358	30-DEC-25
3	0	1478853603	30-DEC-25
0.6	0	1478853629	30-DEC-25
0.02	0.55	1478853822	30-DEC-25
0.2	0	1478853981	30-DEC-25
0.02	0.55	1478854483	30-DEC-25
0.02	0.55	1478854661	30-DEC-25
0.02	1.05	1478854885	30-DEC-25
5.6	0	1478855085	30-DEC-25
0.02	0.55	1478855183	30-DEC-25
0.3	0	1478855522	30-DEC-25
0	0.5	1478855578	30-DEC-25
0	0.12	1478855648	30-DEC-25
0.8	0	1478855746	30-DEC-25
0	0.5	1478856030	30-DEC-25
2	0	1478856151	30-DEC-25
0.02	0.55	1478856294	30-DEC-25
1	0	1478856309	30-DEC-25
0.02	0.55	1478856467	30-DEC-25
0.02	0.55	1478856481	30-DEC-25
0.02	0.55	1478856495	30-DEC-25
0	0.5	1478856592	30-DEC-25
0.02	0.55	1478856689	30-DEC-25
0.6	0	1478856716	30-DEC-25
0.02	0.55	1478856799	30-DEC-25
0	0.21	1478856832	30-DEC-25
9	0	1478856861	30-DEC-25
0	0.5	1478856932	30-DEC-25
0	0.5	1478857026	30-DEC-25
0	0.12	1478857142	30-DEC-25
0.1	0	1478857196	30-DEC-25
0	0.2	1478857319	30-DEC-25
0.02	0.3	1478857335	30-DEC-25
0.02	0.55	1478857358	30-DEC-25
0	0.25	1478857366	30-DEC-25
0	0.5	1478857461	30-DEC-25
0.02	0.55	1478857478	30-DEC-25
0.02	0.55	1478857639	30-DEC-25
0.02	0.55	1478857671	30-DEC-25
0	0.1	1478857682	30-DEC-25
0	0.25	1478857950	30-DEC-25
0.02	0.35	1478858042	30-DEC-25
0.02	0.55	1478858060	30-DEC-25
0	0.16	1478858119	30-DEC-25
1	0	1478858137	30-DEC-25
0	1	1478858167	30-DEC-25
0.02	0.55	1478858220	30-DEC-25
0	0.25	1478858229	30-DEC-25
0	0.5	1478858291	30-DEC-25
0	0.4	1478858350	30-DEC-25
0	1	1478858376	30-DEC-25
0	0.5	1478858533	30-DEC-25
0.3	0	1478858554	30-DEC-25
0	0.5	1478858590	30-DEC-25
0.02	0.55	1478858592	30-DEC-25
110	0	1478858611	30-DEC-25
0.02	0.17	1478858657	30-DEC-25
2.5	0	1478858691	30-DEC-25
0.15	0	1478858697	30-DEC-25
0	0.5	1478858754	30-DEC-25
0.02	0.55	1478858826	30-DEC-25
0.02	0.55	1478858899	30-DEC-25
0	0.5	1478858960	30-DEC-25
0.5	0	1478858999	30-DEC-25
0	0.5	1478859146	30-DEC-25
0	0.5	1478859213	30-DEC-25
0.1	0	1478859254	30-DEC-25
0.5	0	1478859304	30-DEC-25
0.2	0	1478859333	30-DEC-25
1	0	1478859894	30-DEC-25
0.02	0.55	1478859935	30-DEC-25
0.3	0	1478859983	30-DEC-25
0.02	0.55	1478860135	30-DEC-25
0.02	1.05	1478860183	30-DEC-25
0	0.5	1478860257	30-DEC-25
0.02	0.55	1478860356	30-DEC-25
0.02	0.55	1478860467	30-DEC-25
0	0.25	1478860573	30-DEC-25
0.3	0	1478860583	30-DEC-25
0.02	0.35	1478860627	30-DEC-25
0	0.5	1478860629	30-DEC-25
0.02	0.55	1478860813	30-DEC-25
0.02	0.55	1478860981	30-DEC-25
0	0.5	1478861034	30-DEC-25
0.02	0.3	1478861189	30-DEC-25
0	0.5	1478861278	30-DEC-25
0.02	0.55	1478861545	30-DEC-25
0	0.5	1478861709	30-DEC-25
0	0.5	1478861747	30-DEC-25
0	0.25	1478861798	30-DEC-25
0.02	0.55	1478861823	30-DEC-25
0.02	0.55	1478861919	30-DEC-25
0	0.25	1478862020	30-DEC-25
0.02	0.55	1478862114	30-DEC-25
0.02	0.55	1478862156	30-DEC-25
0.02	0.55	1478862334	30-DEC-25
0	0.5	1478862343	30-DEC-25
0	0.13	1478862456	30-DEC-25
0	0.2	1478862509	30-DEC-25
0	0.25	1478862538	30-DEC-25
0	0.25	1478862694	30-DEC-25
0	0.5	1478863032	30-DEC-25
0	0.5	1478863148	30-DEC-25
0	0.5	1478863150	30-DEC-25
0	0.5	1478863410	30-DEC-25
0	0.5	1478863419	30-DEC-25
0	0.5	1478863455	30-DEC-25
0	0.5	1478863520	30-DEC-25
0.02	0.55	1478863628	30-DEC-25
0.02	0.55	1478863636	30-DEC-25
0.1	0	1478863640	30-DEC-25
0	0.5	1478863709	30-DEC-25
0	0.5	1478863712	30-DEC-25
0.02	0.55	1478863718	30-DEC-25
0.02	0.55	1478863776	30-DEC-25
0	0.5	1478863782	30-DEC-25
5.5	0	1478863824	30-DEC-25
0.02	0.55	1478863954	30-DEC-25
0.02	0.55	1478864038	30-DEC-25
0	0.5	1478864299	30-DEC-25
0.02	0.55	1478864475	30-DEC-25
0	0.5	1478864637	30-DEC-25
1	0	1478864709	30-DEC-25
0	0.5	1478864712	30-DEC-25
0	0.2	1478864965	30-DEC-25
0	0.25	1478864972	30-DEC-25
0	0.5	1478865100	30-DEC-25
0	0.12	1478865202	30-DEC-25
0.7	0	1478865226	30-DEC-25
0.4	0	1478865251	30-DEC-25
0	0.25	1478865344	30-DEC-25
0	0.5	1478865508	30-DEC-25
0.02	0.55	1478865576	30-DEC-25
1	0	1478865686	30-DEC-25
0	0.5	1478865787	30-DEC-25
0.02	0.65	1478865924	30-DEC-25
0	0.12	1478866043	30-DEC-25
0.35	0	1478866045	30-DEC-25
0.02	0.55	1478866049	30-DEC-25
0.25	0	1478866097	30-DEC-25
0	0.25	1478866192	30-DEC-25
0.02	0.55	1478866194	30-DEC-25
0.02	0.55	1478866322	30-DEC-25
0.3	0	1478866324	30-DEC-25
0	0.5	1478866578	30-DEC-25
0	0.5	1478866708	30-DEC-25
0	0.5	1478866807	30-DEC-25
0	0.25	1478866821	30-DEC-25
0	2	1478866863	30-DEC-25
0.02	0.65	1478867028	30-DEC-25
0.02	0.55	1478867099	30-DEC-25
0.02	1.05	1478867189	30-DEC-25
0.02	0.55	1478867316	30-DEC-25
0	0.5	1478867589	30-DEC-25
0.02	0.55	1478867782	30-DEC-25
0.02	0.55	1478867856	30-DEC-25
0	0.25	1478867938	30-DEC-25
0.02	0.55	1478867987	30-DEC-25
0.02	0.55	1478868116	30-DEC-25
0.02	0.35	1478868119	30-DEC-25
0.02	0.55	1478868191	30-DEC-25
0.02	0.55	1478868640	30-DEC-25
0.02	0.55	1478868733	30-DEC-25
0	0.5	1478868787	30-DEC-25
0	0.5	1478868871	30-DEC-25
0	0.5	1478868925	30-DEC-25
0	0.5	1478869058	30-DEC-25
0.02	0.55	1478869096	30-DEC-25
0	0.5	1478869465	30-DEC-25
0.5	0	1478869658	30-DEC-25
0.02	0.55	1478869674	30-DEC-25
0.02	0.55	1478869714	30-DEC-25
0.1	0	1478869769	30-DEC-25
0	0.25	1478869934	30-DEC-25
0.02	0.55	1478869959	30-DEC-25
0	0.12	1478870039	30-DEC-25
0.02	0.55	1478870180	30-DEC-25
0	0.1	1478870210	30-DEC-25
0.02	0.55	1478870367	30-DEC-25
0	0.1	1478870400	30-DEC-25
0	0.5	1478870468	30-DEC-25
0.02	0.55	1478870526	30-DEC-25
0.84	0	1478870546	30-DEC-25
0.2	0	1478870611	30-DEC-25
0	0.5	1478870624	30-DEC-25
0.02	0.55	1478870642	30-DEC-25
0	0.5	1478870652	30-DEC-25
0	3	1478870760	30-DEC-25
1	0	1478870987	30-DEC-25
1.5	0	1478871009	30-DEC-25
3	0	1478871027	30-DEC-25
0.02	0.55	1478871344	30-DEC-25
0	0.12	1478871355	30-DEC-25
0	0.5	1478871376	30-DEC-25
0	0.5	1478871386	30-DEC-25
0	0.25	1478871406	30-DEC-25
0	0.5	1478871585	30-DEC-25
0	0.5	1478871620	30-DEC-25
0	0.5	1478871825	30-DEC-25
0.02	0.17	1478871933	30-DEC-25
0.02	0.55	1478871955	30-DEC-25
0	0.5	1478871978	30-DEC-25
0.02	0.55	1478872066	30-DEC-25
0	0.12	1478872086	30-DEC-25
0.02	0.55	1478872222	30-DEC-25
0.7	0	1478872250	30-DEC-25
0.2	0	1478872255	30-DEC-25
0	0.5	1478872327	30-DEC-25
0.25	0	1478872366	30-DEC-25
3	0	1478872391	30-DEC-25
0	0.5	1478872433	30-DEC-25
0	0.3	1478872501	30-DEC-25
0	0.25	1478872551	30-DEC-25
0.02	0.55	1478872594	30-DEC-25
0	0.5	1478872634	30-DEC-25
0	0.5	1478872791	30-DEC-25
5	0	1478872873	30-DEC-25
0	0.5	1478872992	30-DEC-25
0	0.5	1478873020	30-DEC-25
1	0	1478873402	30-DEC-25
1.5	0	1478873555	30-DEC-25
0	0.25	1478873635	30-DEC-25
0.02	0.55	1478873769	30-DEC-25
0.02	0.55	1478873793	30-DEC-25
0	0.5	1478873813	30-DEC-25
0.1	0	1478873821	30-DEC-25
0.3	0	1478873879	30-DEC-25
0.02	0.55	1478873995	30-DEC-25
0	0.5	1478874011	30-DEC-25
0.02	0.55	1478874032	30-DEC-25
0	0.5	1478874037	30-DEC-25
0.02	0.55	1478874162	30-DEC-25
0.02	0.55	1478874399	30-DEC-25
0	0.12	1478874453	30-DEC-25
0.02	0.55	1478874646	30-DEC-25
0	0.1	1478874706	30-DEC-25
0	0.12	1478874711	30-DEC-25
0	0.5	1478875060	30-DEC-25
0.02	0.55	1478875143	30-DEC-25
0.2	0	1478875345	30-DEC-25
