CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
0	2	1478791906	30-Dec-25
2	0	1478791908	30-Dec-25
0	14	1478791913	30-Dec-25
15.145	0.0625	1478791916	30-Dec-25
0	0.5	1478791920	30-Dec-25
0	1.2	1478791921	30-Dec-25
0.2	0	1478791922	30-Dec-25
85	0	1478791926	30-Dec-25
0	0.2	1478791927	30-Dec-25
0	0.5	1478791932	30-Dec-25
0	0.4	1478791934	30-Dec-25
0	2.5	1478791936	30-Dec-25
0	50	1478791938	30-Dec-25
0.57	0.025	1478791939	30-Dec-25
0	0.1	1478791942	30-Dec-25
2.12	0.05	1478791946	30-Dec-25
0.02	100.25	1478791949	30-Dec-25
0	72.8	1478791950	30-Dec-25
0	0.2	1478791951	30-Dec-25
0	3	1478791953	30-Dec-25
0.02	30.15	1478791954	30-Dec-25
0	10	1478791955	30-Dec-25
0.02	0.65	1478791956	30-Dec-25
4.12	0.05	1478791958	30-Dec-25
50.22	0.1	1478791959	30-Dec-25
0	0.5	1478791961	30-Dec-25
0.2	0	1478791963	30-Dec-25
0	60	1478791964	30-Dec-25
0	29.25	1478791965	30-Dec-25
0	0.12	1478791966	30-Dec-25
0	3	1478791967	30-Dec-25
9	0	1478791969	30-Dec-25
0.02	44.11	1478791970	30-Dec-25
0.25	0	1478791972	30-Dec-25
0.7	0	1478791973	30-Dec-25
0.6	0	1478791974	30-Dec-25
400	0	1478791977	30-Dec-25
0.4	0	1478791978	30-Dec-25
0.5	0	1478791979	30-Dec-25
10000	0	1478791981	30-Dec-25
0	0.6	1478791982	30-Dec-25
0	0.3	1478791988	30-Dec-25
40.6	0.3	1478791990	30-Dec-25
0	10	1478791991	30-Dec-25
10	0	1478791992	30-Dec-25
52	0	1478791993	30-Dec-25
0	50	1478791995	30-Dec-25
0.24	0	1478792000	30-Dec-25
30	0	1478792001	30-Dec-25
505	2.5	1478792015	30-Dec-25
0	10	1478792016	30-Dec-25
4	0	1478792019	30-Dec-25
0	0.2	1478792021	30-Dec-25
0	5.5	1478792023	30-Dec-25
0	8	1478792025	30-Dec-25
0	1	1478792031	30-Dec-25
0	0.2	1478792034	30-Dec-25
0.02	10.1	1478792037	30-Dec-25
0	1.4	1478792039	30-Dec-25
0	70	1478792042	30-Dec-25
0.02	3.1	1478792046	30-Dec-25
1	0	1478792049	30-Dec-25
0	100	1478792052	30-Dec-25
0	100	1478792053	30-Dec-25
97.47	0.125	1478792054	30-Dec-25
26.17	0.075	1478792057	30-Dec-25
0.02	59.75	1478792058	30-Dec-25
0	0.3	1478792059	30-Dec-25
0	2	1478792063	30-Dec-25
1	0	1478792064	30-Dec-25
0.5	0	1478792065	30-Dec-25
0	51.01	1478792066	30-Dec-25
0	200	1478792069	30-Dec-25
1493.02	1.5	1478792070	30-Dec-25
0	202.16	1478792075	30-Dec-25
5	0	1478792076	30-Dec-25
0	1.6	1478792079	30-Dec-25
9	0	1478792081	30-Dec-25
12.145	0.0625	1478792082	30-Dec-25
0	2	1478792083	30-Dec-25
0	50.54	1478792085	30-Dec-25
23	0	1478792086	30-Dec-25
4	0	1478792090	30-Dec-25
50	0	1478792092	30-Dec-25
0	9	1478792095	30-Dec-25
0	2.5	1478792096	30-Dec-25
5	0	1478792097	30-Dec-25
0	0.3	1478792098	30-Dec-25
0.5	0	1478792100	30-Dec-25
0	114.16	1478792101	30-Dec-25
0	0.3	1478792105	30-Dec-25
0	0.3	1478792106	30-Dec-25
36	0	1478792108	30-Dec-25
1.5	0	1478792109	30-Dec-25
0	0.5	1478792114	30-Dec-25
0	0.5	1478792115	30-Dec-25
0	100.42	1478792117	30-Dec-25
0	8	1478792121	30-Dec-25
0.25	0	1478792122	30-Dec-25
0	9	1478792123	30-Dec-25
200	0	1478792124	30-Dec-25
0	159.28	1478792126	30-Dec-25
0	0.9	1478792128	30-Dec-25
0	40	1478792129	30-Dec-25
0.1	0	1478792131	30-Dec-25
0.02	100.25	1478792132	30-Dec-25
0	0.2	1478792137	30-Dec-25
0	2	1478792138	30-Dec-25
1.62	0.05	1478792139	30-Dec-25
0	8.5	1478792141	30-Dec-25
0	16	1478792143	30-Dec-25
0.02	200.5	1478792144	30-Dec-25
0	2	1478792148	30-Dec-25
0	6.1	1478792150	30-Dec-25
0	0.15	1478792155	30-Dec-25
0	100.27	1478792157	30-Dec-25
30.17	0.075	1478792161	30-Dec-25
10.12	0.05	1478792163	30-Dec-25
0	2	1478792168	30-Dec-25
0.25	0	1478792169	30-Dec-25
1	0	1478792170	30-Dec-25
3	0	1478792171	30-Dec-25
2	0	1478792174	30-Dec-25
0	2	1478792179	30-Dec-25
165.35	0.165	1478792180	30-Dec-25
5	0	1478792181	30-Dec-25
10	0	1478792186	30-Dec-25
21.35	0	1478792189	30-Dec-25
0.02	22.055	1478792190	30-Dec-25
0	1.5	1478792192	30-Dec-25
0	0.3	1478792193	30-Dec-25
0	50	1478792194	30-Dec-25
7.12	0.05	1478792197	30-Dec-25
10.12	0.05	1478792198	30-Dec-25
0.25	0	1478792199	30-Dec-25
1	0	1478792201	30-Dec-25
0	1000	1478792203	30-Dec-25
0	0.5	1478792208	30-Dec-25
0.5	0	1478792211	30-Dec-25
1.3	0	1478792214	30-Dec-25
1.92	0.05	1478792215	30-Dec-25
0	15	1478792220	30-Dec-25
0	0.2	1478792221	30-Dec-25
0	100.36	1478792222	30-Dec-25
190.4	0.19	1478792223	30-Dec-25
0	2	1478792225	30-Dec-25
0	0.3	1478792226	30-Dec-25
0.66	0	1478792229	30-Dec-25
5.12	0.05	1478792235	30-Dec-25
0.02	250.625	1478792236	30-Dec-25
0	2	1478792237	30-Dec-25
0	0.3	1478792238	30-Dec-25
0	0.05	1478792239	30-Dec-25
2.12	0.05	1478792240	30-Dec-25
0	0.5	1478792242	30-Dec-25
0	5	1478792246	30-Dec-25
1.3	0	1478792247	30-Dec-25
2	0	1478792248	30-Dec-25
0.25	0	1478792252	30-Dec-25
0	2.4	1478792254	30-Dec-25
75.27	0.125	1478792264	30-Dec-25
0	10	1478792265	30-Dec-25
56	0	1478792266	30-Dec-25
0.25	0	1478792268	30-Dec-25
0.53	0.025	1478792269	30-Dec-25
20.145	0.0625	1478792273	30-Dec-25
0.5	0	1478792274	30-Dec-25
0	10	1478792275	30-Dec-25
0.02	50.2	1478792278	30-Dec-25
0.02	50.125	1478792279	30-Dec-25
0	0.3	1478792281	30-Dec-25
0.02	250.625	1478792284	30-Dec-25
170	0	1478792286	30-Dec-25
0.25	0	1478792287	30-Dec-25
0	4	1478792293	30-Dec-25
0.3	0	1478792297	30-Dec-25
0	7.81	1478792301	30-Dec-25
0	5	1478792302	30-Dec-25
0	0.3	1478792303	30-Dec-25
0	0.12	1478792304	30-Dec-25
0	100.54	1478792306	30-Dec-25
0.5	0	1478792307	30-Dec-25
4.12	0.05	1478792308	30-Dec-25
9	0	1478792310	30-Dec-25
0	20	1478792311	30-Dec-25
0	1	1478792312	30-Dec-25
0.25	0	1478792314	30-Dec-25
2	0	1478792321	30-Dec-25
0.1	0	1478792322	30-Dec-25
0	20	1478792323	30-Dec-25
10	0	1478792325	30-Dec-25
0.5	0	1478792330	30-Dec-25
0.15	0	1478792331	30-Dec-25
0	50	1478792332	30-Dec-25
0	40	1478792334	30-Dec-25
0	0.2	1478792336	30-Dec-25
13.645	0.0625	1478792337	30-Dec-25
25	0	1478792338	30-Dec-25
0	1.5	1478792339	30-Dec-25
22.17	0.075	1478792341	30-Dec-25
13.645	0.0625	1478792346	30-Dec-25
0	15	1478792347	30-Dec-25
0	1	1478792351	30-Dec-25
0	200	1478792354	30-Dec-25
15.145	0.0625	1478792356	30-Dec-25
4	0	1478792358	30-Dec-25
1	0	1478792360	30-Dec-25
21	0	1478792361	30-Dec-25
0.5	0	1478792365	30-Dec-25
0	300	1478792366	30-Dec-25
101	0.5	1478792368	30-Dec-25
0	2.8	1478792372	30-Dec-25
0	25.18	1478792373	30-Dec-25
0	27.72	1478792374	30-Dec-25
0	0.2	1478792375	30-Dec-25
0.02	200.5	1478792384	30-Dec-25
0	7	1478792388	30-Dec-25
1	0	1478792392	30-Dec-25
100.27	0.125	1478792396	30-Dec-25
1.2	0	1478792399	30-Dec-25
7	0	1478792404	30-Dec-25
0	0.5	1478792407	30-Dec-25
0	100	1478792409	30-Dec-25
1	0	1478792412	30-Dec-25
0	20	1478792413	30-Dec-25
0.5	0	1478792415	30-Dec-25
0.02	220.55	1478792416	30-Dec-25
0	0.3	1478792419	30-Dec-25
0.5	0	1478792422	30-Dec-25
0.5	0	1478792425	30-Dec-25
0	0.12	1478792426	30-Dec-25
0	0.5	1478792428	30-Dec-25
0	50.18	1478792429	30-Dec-25
50	0	1478792432	30-Dec-25
0.4	0	1478792434	30-Dec-25
0	0.1	1478792436	30-Dec-25
0	1	1478792438	30-Dec-25
0	30	1478792440	30-Dec-25
0	0.5	1478792441	30-Dec-25
0	2	1478792442	30-Dec-25
0	0.3	1478792444	30-Dec-25
0	0.5	1478792447	30-Dec-25
0	0.3	1478792448	30-Dec-25
0	0.5	1478792450	30-Dec-25
0.02	50.2	1478792451	30-Dec-25
0	1.4	1478792453	30-Dec-25
0.1	0	1478792454	30-Dec-25
0	1.2	1478792456	30-Dec-25
0.75	0	1478792458	30-Dec-25
0	301.08	1478792459	30-Dec-25
2	0	1478792463	30-Dec-25
0.1	0	1478792465	30-Dec-25
5	0	1478792468	30-Dec-25
0.5	0	1478792471	30-Dec-25
30.9	0.45	1478792474	30-Dec-25
5	0	1478792475	30-Dec-25
20	0	1478792476	30-Dec-25
0	30	1478792477	30-Dec-25
0.25	0	1478792478	30-Dec-25
0.7	0	1478792479	30-Dec-25
0	50.54	1478792484	30-Dec-25
0	50.54	1478792485	30-Dec-25
3.12	0.05	1478792488	30-Dec-25
0	80	1478792489	30-Dec-25
0	4	1478792490	30-Dec-25
0	5	1478792492	30-Dec-25
0	75	1478792497	30-Dec-25
0	0.3	1478792498	30-Dec-25
0	0.2	1478792502	30-Dec-25
0.4	0	1478792503	30-Dec-25
1	0	1478792505	30-Dec-25
0	7.5	1478792508	30-Dec-25
8	0	1478792512	30-Dec-25
49	0	1478792513	30-Dec-25
0	127.39	1478792516	30-Dec-25
0	1.9	1478792519	30-Dec-25
40.12	0.1	1478792520	30-Dec-25
0	33.8824	1478792524	30-Dec-25
40.22	0.1	1478792526	30-Dec-25
0	0.3	1478792529	30-Dec-25
7.12	0.05	1478792532	30-Dec-25
0.02	501.25	1478792533	30-Dec-25
0.52	0.025	1478792534	30-Dec-25
0	101.08	1478792537	30-Dec-25
0	353.78	1478792538	30-Dec-25
0	2	1478792539	30-Dec-25
0.02	100.25	1478792541	30-Dec-25
0	50.18	1478792543	30-Dec-25
0.5	0	1478792545	30-Dec-25
30	0	1478792548	30-Dec-25
0.02	100.25	1478792550	30-Dec-25
0	10	1478792551	30-Dec-25
0	50	1478792552	30-Dec-25
0.02	100.25	1478792555	30-Dec-25
5	0	1478792560	30-Dec-25
0	1.9	1478792563	30-Dec-25
0	30	1478792568	30-Dec-25
0	251.8	1478792574	30-Dec-25
0	303.24	1478792577	30-Dec-25
0.8	0	1478792579	30-Dec-25
0	401.75	1478792580	30-Dec-25
0	0.5	1478792582	30-Dec-25
0.25	0	1478792584	30-Dec-25
0	2	1478792585	30-Dec-25
5.12	0.05	1478792588	30-Dec-25
3688.62	2	1478792589	30-Dec-25
0	0.5	1478792594	30-Dec-25
8	0	1478792595	30-Dec-25
0	0.25	1478792596	30-Dec-25
0.02	100.25	1478792598	30-Dec-25
0.02	30.15	1478792599	30-Dec-25
0	1	1478792600	30-Dec-25
0	1	1478792603	30-Dec-25
80.27	0.125	1478792609	30-Dec-25
200	0	1478792615	30-Dec-25
0.5	0	1478792621	30-Dec-25
1	0	1478792623	30-Dec-25
1.5	0	1478792624	30-Dec-25
9.12	0.05	1478792625	30-Dec-25
0	1	1478792628	30-Dec-25
0	11.5	1478792629	30-Dec-25
80	0	1478792630	30-Dec-25
0	2.8	1478792631	30-Dec-25
0	200	1478792633	30-Dec-25
0.5	0	1478792635	30-Dec-25
0	0.3	1478792636	30-Dec-25
0.02	11.2981	1478792637	30-Dec-25
0	1700	1478792639	30-Dec-25
100.27	0.125	1478792641	30-Dec-25
0	1	1478792642	30-Dec-25
0	100	1478792643	30-Dec-25
0	150	1478792649	30-Dec-25
0	1.5	1478792651	30-Dec-25
0	0.7	1478792653	30-Dec-25
0	2	1478792654	30-Dec-25
0.02	20.5512	1478792661	30-Dec-25
7	0	1478792662	30-Dec-25
0	0.2	1478792664	30-Dec-25
0	0.3	1478792668	30-Dec-25
0	80	1478792670	30-Dec-25
1.07	0.025	1478792671	30-Dec-25
0.3	0	1478792673	30-Dec-25
0	100	1478792675	30-Dec-25
0	0.9	1478792679	30-Dec-25
0	25	1478792680	30-Dec-25
0.37	0.025	1478792683	30-Dec-25
0	0.6	1478792685	30-Dec-25
0	1	1478792687	30-Dec-25
0	0.8	1478792690	30-Dec-25
0	45	1478792694	30-Dec-25
0	101.08	1478792695	30-Dec-25
0	49	1478792696	30-Dec-25
0	1	1478792700	30-Dec-25
0	5	1478792704	30-Dec-25
0.2	0	1478792705	30-Dec-25
1.07	0.025	1478792706	30-Dec-25
0	10	1478792707	30-Dec-25
0	0.3	1478792708	30-Dec-25
0	0.9	1478792709	30-Dec-25
0.5	0	1478792711	30-Dec-25
0.2	0	1478792714	30-Dec-25
0	0.25	1478792715	30-Dec-25
0	200	1478792719	30-Dec-25
0	0.3	1478792722	30-Dec-25
0	65.1625	1478792723	30-Dec-25
0	5	1478792724	30-Dec-25
0.25	0	1478792730	30-Dec-25
20	0	1478792732	30-Dec-25
0	2.5	1478792734	30-Dec-25
0	100	1478792735	30-Dec-25
0.48	0	1478792738	30-Dec-25
0	0.15	1478792745	30-Dec-25
10.2	0.1	1478792748	30-Dec-25
0	2	1478792750	30-Dec-25
0	100.54	1478792751	30-Dec-25
0	1	1478792753	30-Dec-25
0	0.8	1478792754	30-Dec-25
0	0.2	1478792757	30-Dec-25
15.145	0.0625	1478792760	30-Dec-25
1	0	1478792761	30-Dec-25
0	0.6	1478792763	30-Dec-25
0	0.3	1478792765	30-Dec-25
23.0775	23.0775	1478792767	30-Dec-25
0	27.6	1478792771	30-Dec-25
0	0.2	1478792772	30-Dec-25
0	10	1478792774	30-Dec-25
0	32	1478792776	30-Dec-25
0	3	1478792778	30-Dec-25
45	0	1478792782	30-Dec-25
0	20	1478792787	30-Dec-25
0.02	19.125	1478792792	30-Dec-25
0.2	0	1478792793	30-Dec-25
0	16	1478792794	30-Dec-25
0.9	0	1478792795	30-Dec-25
0	7.5	1478792798	30-Dec-25
0	4	1478792799	30-Dec-25
0	12	1478792800	30-Dec-25
1.8	0	1478792801	30-Dec-25
0	2	1478792807	30-Dec-25
4.62	0.05	1478792808	30-Dec-25
0	2	1478792813	30-Dec-25
0	167	1478792815	30-Dec-25
0	0.3	1478792816	30-Dec-25
0	1	1478792817	30-Dec-25
0	0.5	1478792819	30-Dec-25
0	50	1478792820	30-Dec-25
0	101	1478792823	30-Dec-25
0	40.4	1478792826	30-Dec-25
0	0.5	1478792829	30-Dec-25
0	0.12	1478792833	30-Dec-25
1	0	1478792834	30-Dec-25
0	120	1478792835	30-Dec-25
1	0	1478792837	30-Dec-25
0	25	1478792838	30-Dec-25
19.645	0.0625	1478792839	30-Dec-25
2.62	0.05	1478792840	30-Dec-25
0.5	0	1478792841	30-Dec-25
11	0	1478792844	30-Dec-25
5.12	0.05	1478792847	30-Dec-25
9	0	1478792849	30-Dec-25
0	25	1478792852	30-Dec-25
0	4	1478792853	30-Dec-25
0	0.5	1478792856	30-Dec-25
1	0	1478792857	30-Dec-25
0	50	1478792867	30-Dec-25
40	0	1478792870	30-Dec-25
100	0	1478792874	30-Dec-25
40	0	1478792875	30-Dec-25
7.12	0.05	1478792876	30-Dec-25
0	100.72	1478792878	30-Dec-25
0	3	1478792879	30-Dec-25
0	15	1478792881	30-Dec-25
0	2	1478792882	30-Dec-25
0	0.3	1478792883	30-Dec-25
0	0.2	1478792884	30-Dec-25
0	0.6	1478792885	30-Dec-25
0.3	0	1478792886	30-Dec-25
0	80	1478792889	30-Dec-25
0	6	1478792891	30-Dec-25
0	1.45	1478792892	30-Dec-25
0	1	1478792896	30-Dec-25
14.145	0.0625	1478792897	30-Dec-25
1.32	0.05	1478792898	30-Dec-25
0	0.3	1478792899	30-Dec-25
0	4.6	1478792901	30-Dec-25
0.5	0	1478792902	30-Dec-25
0.37	0.025	1478792903	30-Dec-25
395	0	1478792904	30-Dec-25
1	0	1478792905	30-Dec-25
0	1.5	1478792906	30-Dec-25
0	1	1478792907	30-Dec-25
0.02	4.1	1478792908	30-Dec-25
0	2.3	1478792911	30-Dec-25
0	0.2	1478792913	30-Dec-25
0	2.5	1478792918	30-Dec-25
0.5	0	1478792922	30-Dec-25
0	250	1478792923	30-Dec-25
0	0.8	1478792924	30-Dec-25
0	31.84	1478792925	30-Dec-25
50.22	0.1	1478792927	30-Dec-25
0.25	0	1478792928	30-Dec-25
0	125	1478792929	30-Dec-25
0	150.54	1478792933	30-Dec-25
0	20.072	1478792937	30-Dec-25
0	0.3	1478792938	30-Dec-25
15.145	0.0625	1478792941	30-Dec-25
20.145	0.0625	1478792943	30-Dec-25
0	601.08	1478792948	30-Dec-25
0.2	0	1478792951	30-Dec-25
0	50.54	1478792953	30-Dec-25
0	101.08	1478792954	30-Dec-25
0	4.5	1478792955	30-Dec-25
20	0	1478792958	30-Dec-25
2	0	1478792959	30-Dec-25
0	50	1478792960	30-Dec-25
0	0.25	1478792961	30-Dec-25
3	0	1478792962	30-Dec-25
0.3	0	1478792963	30-Dec-25
0	50.3	1478792964	30-Dec-25
0.25	0	1478792967	30-Dec-25
4.12	0.05	1478792970	30-Dec-25
0.25	0	1478792973	30-Dec-25
0	1	1478792975	30-Dec-25
0	6	1478792979	30-Dec-25
0	60.216	1478792982	30-Dec-25
7	0	1478792984	30-Dec-25
0	115	1478792988	30-Dec-25
0	6.5	1478792989	30-Dec-25
0	250.9	1478792991	30-Dec-25
0	501.8	1478792992	30-Dec-25
100.52	0.25	1478792993	30-Dec-25
0	0.25	1478792994	30-Dec-25
3	0	1478792995	30-Dec-25
0	1.25	1478792996	30-Dec-25
0.5	0	1478792997	30-Dec-25
0	7.5	1478792998	30-Dec-25
0	1	1478793000	30-Dec-25
4	0	1478793001	30-Dec-25
0.5	0	1478793002	30-Dec-25
0	300	1478793003	30-Dec-25
0	0.3	1478793004	30-Dec-25
0	1	1478793005	30-Dec-25
0	0.5	1478793007	30-Dec-25
0	194.6984	1478793011	30-Dec-25
0	8	1478793013	30-Dec-25
0.3	0	1478793016	30-Dec-25
0.5	0	1478793017	30-Dec-25
2	0	1478793018	30-Dec-25
0	0.3	1478793020	30-Dec-25
0	20.072	1478793024	30-Dec-25
0.49	0	1478793028	30-Dec-25
0	51	1478793030	30-Dec-25
0	2.1	1478793031	30-Dec-25
0.02	1.3	1478793032	30-Dec-25
15.145	0.0625	1478793034	30-Dec-25
23.17	0.075	1478793036	30-Dec-25
0	0.125	1478793039	30-Dec-25
0.25	0	1478793040	30-Dec-25
3.12	0.05	1478793041	30-Dec-25
1.02	0.025	1478793048	30-Dec-25
0.5	0	1478793049	30-Dec-25
0	13	1478793050	30-Dec-25
2.12	0.05	1478793051	30-Dec-25
6.12	0.05	1478793054	30-Dec-25
7	0	1478793056	30-Dec-25
349.718	0.349	1478793057	30-Dec-25
0	100	1478793059	30-Dec-25
2.12	0.05	1478793061	30-Dec-25
6	0	1478793064	30-Dec-25
0	60.216	1478793065	30-Dec-25
0	0.25	1478793067	30-Dec-25
0.3	0	1478793068	30-Dec-25
0	3.5	1478793073	30-Dec-25
0	2	1478793078	30-Dec-25
10.12	0.05	1478793079	30-Dec-25
0	100	1478793080	30-Dec-25
0	200	1478793081	30-Dec-25
0	2	1478793083	30-Dec-25
0	0.25	1478793085	30-Dec-25
1.5	0	1478793087	30-Dec-25
3	0	1478793088	30-Dec-25
0.5	0	1478793089	30-Dec-25
10	0	1478793090	30-Dec-25
1.55	0	1478793091	30-Dec-25
0	200.72	1478793092	30-Dec-25
0	36	1478793096	30-Dec-25
0	0.05	1478793098	30-Dec-25
1	0	1478793099	30-Dec-25
0	0.35	1478793101	30-Dec-25
1.02	0.025	1478793102	30-Dec-25
0	2.8	1478793103	30-Dec-25
6	0	1478793104	30-Dec-25
28	0	1478793106	30-Dec-25
0.12	0	1478793111	30-Dec-25
1.3	0	1478793112	30-Dec-25
0	300	1478793115	30-Dec-25
0	6	1478793116	30-Dec-25
0	5	1478793122	30-Dec-25
0.5	0	1478793124	30-Dec-25
0	3	1478793126	30-Dec-25
0	1.5	1478793130	30-Dec-25
1.5	0	1478793133	30-Dec-25
20.145	0.0625	1478793135	30-Dec-25
0	100	1478793137	30-Dec-25
13.145	0.0625	1478793138	30-Dec-25
2.12	0.05	1478793139	30-Dec-25
200	0	1478793140	30-Dec-25
20.145	0.0625	1478793142	30-Dec-25
0	1.5	1478793145	30-Dec-25
0	2	1478793147	30-Dec-25
101.02	0.5	1478793149	30-Dec-25
0.02	3.1	1478793153	30-Dec-25
0.6	0	1478793154	30-Dec-25
0.5	0	1478793155	30-Dec-25
2	0	1478793156	30-Dec-25
0	0.7	1478793157	30-Dec-25
10.12	0.05	1478793159	30-Dec-25
0	0.24	1478793160	30-Dec-25
0	0.25	1478793161	30-Dec-25
0	1.5	1478793163	30-Dec-25
0	60.216	1478793166	30-Dec-25
19.145	0.0625	1478793167	30-Dec-25
0.25	0	1478793169	30-Dec-25
0	1000	1478793171	30-Dec-25
0	10	1478793177	30-Dec-25
0	2	1478793179	30-Dec-25
0.02	100.25	1478793180	30-Dec-25
0	50	1478793181	30-Dec-25
0.5	0	1478793183	30-Dec-25
0	14	1478793186	30-Dec-25
34	0	1478793188	30-Dec-25
1.5	0	1478793190	30-Dec-25
0.5	0	1478793191	30-Dec-25
0	50	1478793192	30-Dec-25
0	0.9	1478793194	30-Dec-25
0.25	0	1478793197	30-Dec-25
1	0	1478793198	30-Dec-25
0	9	1478793199	30-Dec-25
0	0.5	1478793200	30-Dec-25
0	50	1478793201	30-Dec-25
0	150	1478793203	30-Dec-25
0.5	0	1478793205	30-Dec-25
0	50	1478793207	30-Dec-25
0	0.3	1478793213	30-Dec-25
0	5	1478793214	30-Dec-25
0	7.3	1478793215	30-Dec-25
25.5	0.25	1478793216	30-Dec-25
0	15	1478793219	30-Dec-25
0.02	60.25	1478793220	30-Dec-25
0	10	1478793221	30-Dec-25
0	0.21	1478793222	30-Dec-25
0	0.25	1478793226	30-Dec-25
0.02	50.2	1478793227	30-Dec-25
0	4	1478793228	30-Dec-25
0	2	1478793230	30-Dec-25
0	303	1478793233	30-Dec-25
0	303	1478793238	30-Dec-25
0.2	0	1478793244	30-Dec-25
0.25	0	1478793245	30-Dec-25
0	97.5	1478793249	30-Dec-25
15	0	1478793251	30-Dec-25
0.25	0	1478793254	30-Dec-25
1.32	0.05	1478793259	30-Dec-25
3.12	0.05	1478793260	30-Dec-25
1.07	0.025	1478793265	30-Dec-25
0	0.3	1478793267	30-Dec-25
108.236	0.108	1478793268	30-Dec-25
1.5	0	1478793270	30-Dec-25
0	0.1	1478793271	30-Dec-25
0	4.58	1478793272	30-Dec-25
0	225	1478793278	30-Dec-25
5.12	0.05	1478793280	30-Dec-25
0	221.76	1478793281	30-Dec-25
0.2	0	1478793286	30-Dec-25
14.145	0.0625	1478793288	30-Dec-25
8	0	1478793289	30-Dec-25
0	17.5	1478793291	30-Dec-25
1.07	0.025	1478793293	30-Dec-25
0	0.3	1478793295	30-Dec-25
0	50.18	1478793296	30-Dec-25
1.023	0.0015	1478793299	30-Dec-25
0.5	0	1478793301	30-Dec-25
0	28	1478793303	30-Dec-25
0	1	1478793307	30-Dec-25
46.22	0.1	1478793312	30-Dec-25
0	0.6	1478793313	30-Dec-25
0	200.54	1478793315	30-Dec-25
8.5	0	1478793318	30-Dec-25
0.02	20.125	1478793321	30-Dec-25
0.7	0	1478793326	30-Dec-25
200	0	1478793329	30-Dec-25
0	1	1478793333	30-Dec-25
4	0	1478793339	30-Dec-25
5	0	1478793341	30-Dec-25
0	0.1	1478793345	30-Dec-25
5	0	1478793347	30-Dec-25
100	0	1478793351	30-Dec-25
0.1	0	1478793352	30-Dec-25
300.62	0.3	1478793355	30-Dec-25
0	0.2	1478793356	30-Dec-25
2	0	1478793357	30-Dec-25
0	1	1478793358	30-Dec-25
0	50.36	1478793361	30-Dec-25
3	0	1478793362	30-Dec-25
5.25	0	1478793363	30-Dec-25
0	20	1478793364	30-Dec-25
0	2	1478793365	30-Dec-25
0	100	1478793368	30-Dec-25
0.02	100.25	1478793370	30-Dec-25
0	500.9	1478793380	30-Dec-25
0	0.5	1478793385	30-Dec-25
0	15	1478793386	30-Dec-25
0	50	1478793389	30-Dec-25
0.02	1.05	1478793390	30-Dec-25
2.2	0	1478793391	30-Dec-25
4.12	0.05	1478793393	30-Dec-25
0	50	1478793397	30-Dec-25
0	1	1478793398	30-Dec-25
0	0.2	1478793399	30-Dec-25
0	1	1478793402	30-Dec-25
0.02	2.1	1478793405	30-Dec-25
1	0	1478793406	30-Dec-25
0.2	0	1478793409	30-Dec-25
0.4	0	1478793415	30-Dec-25
0	440	1478793417	30-Dec-25
3.12	0.05	1478793420	30-Dec-25
0	100	1478793421	30-Dec-25
0	1	1478793422	30-Dec-25
0	1.2	1478793425	30-Dec-25
0.25	0	1478793428	30-Dec-25
0	1.1	1478793429	30-Dec-25
5.12	0.05	1478793432	30-Dec-25
0.5	0	1478793433	30-Dec-25
0	0.2	1478793434	30-Dec-25
10	0	1478793436	30-Dec-25
0	320.576	1478793437	30-Dec-25
0	0.8	1478793438	30-Dec-25
0	50.7518	1478793440	30-Dec-25
0	1	1478793441	30-Dec-25
0	1	1478793442	30-Dec-25
0	100.36	1478793444	30-Dec-25
0	5	1478793446	30-Dec-25
0.9	0	1478793447	30-Dec-25
0	0.2	1478793451	30-Dec-25
0	10	1478793455	30-Dec-25
10	0	1478793456	30-Dec-25
0	0.7	1478793457	30-Dec-25
1	0	1478793460	30-Dec-25
0	3	1478793462	30-Dec-25
0	20	1478793464	30-Dec-25
0.5	0	1478793467	30-Dec-25
0	0.25	1478793468	30-Dec-25
0	4	1478793470	30-Dec-25
0	1.3	1478793471	30-Dec-25
0	4	1478793472	30-Dec-25
0	10	1478793474	30-Dec-25
0.3	0	1478793475	30-Dec-25
2.62	0.05	1478793476	30-Dec-25
0	50	1478793478	30-Dec-25
0	29.67	1478793483	30-Dec-25
0.02	30.15	1478793485	30-Dec-25
0.02	51.1275	1478793487	30-Dec-25
0	0.6	1478793489	30-Dec-25
0.6	0	1478793490	30-Dec-25
0	100	1478793491	30-Dec-25
4	0	1478793493	30-Dec-25
0.3	0	1478793498	30-Dec-25
0	10	1478793501	30-Dec-25
0	0.3	1478793502	30-Dec-25
0	150	1478793505	30-Dec-25
10.12	0.05	1478793506	30-Dec-25
200	0	1478793507	30-Dec-25
0	50	1478793509	30-Dec-25
0	100.47	1478793512	30-Dec-25
0	0.12	1478793513	30-Dec-25
0	1	1478793515	30-Dec-25
0.02	5.1	1478793516	30-Dec-25
0.02	100.25	1478793517	30-Dec-25
2.12	0.05	1478793519	30-Dec-25
0	10	1478793526	30-Dec-25
0.02	20.1	1478793530	30-Dec-25
0	10	1478793532	30-Dec-25
2.12	0.05	1478793533	30-Dec-25
0.02	2.1	1478793537	30-Dec-25
0	10	1478793539	30-Dec-25
0.5	0	1478793540	30-Dec-25
0.25	0	1478793541	30-Dec-25
0	14	1478793542	30-Dec-25
0.02	7.1	1478793543	30-Dec-25
