BALANCE	REFNO	DATECREATED
-100.36	1527112745	23-Jun-26
-10.02	1527112764	23-Jun-26
-10.02	1527112774	23-Jun-26
-21.08	1527112775	23-Jun-26
55.55	1527112788	23-Jun-26
-150.54	1527112801	23-Jun-26
20.45	1527112809	23-Jun-26
-121.3	1527112854	23-Jun-26
-50.54	1527112858	23-Jun-26
-50.54	1527112859	23-Jun-26
-353.78	1527112860	23-Jun-26
-101.08	1527112863	23-Jun-26
-20.07	1527112881	23-Jun-26
-10.07	1527112931	23-Jun-26
-15.05	1527112936	23-Jun-26
-100.27	1527112953	23-Jun-26
50.45	1527112977	23-Jun-26
-10.02	1527113005	23-Jun-26
-20.07	1527113008	23-Jun-26
-100.36	1527113015	23-Jun-26
30.45	1527113046	23-Jun-26
6.45	1527113054	23-Jun-26
-50.18	1527113060	23-Jun-26
12.45	1527113090	23-Jun-26
-20.22	1527113102	23-Jun-26
-25.05	1527113108	23-Jun-26
-38.24	1527113109	23-Jun-26
-50.54	1527113127	23-Jun-26
-202.16	1527113130	23-Jun-26
-225.49	1527113142	23-Jun-26
-559.77	1527113144	23-Jun-26
-268.9	1527113186	23-Jun-26
-60.65	1527113193	23-Jun-26
-30	1527113198	23-Jun-26
-50.18	1527113203	23-Jun-26
-100.18	1527113219	23-Jun-26
-202.16	1527113268	23-Jun-26
-50.11	1527113296	23-Jun-26
-5.01	1527113318	23-Jun-26
-201.44	1527113348	23-Jun-26
-100.36	1527113361	23-Jun-26
-107.56	1527113367	23-Jun-26
-805.76	1527113368	23-Jun-26
-30.08	1527113374	23-Jun-26
-12.03	1527113386	23-Jun-26
-50.09	1527113388	23-Jun-26
292.46	1527113402	23-Jun-26
-303.24	1527113406	23-Jun-26
-252.7	1527113440	23-Jun-26
-20.14	1527113470	23-Jun-26
-50.36	1527113490	23-Jun-26
-404.32	1527113499	23-Jun-26
-100.72	1527113500	23-Jun-26
10.45	1527113506	23-Jun-26
-101.08	1527113524	23-Jun-26
-10.02	1527113543	23-Jun-26
-100.36	1527113563	23-Jun-26
-250	1527113571	23-Jun-26
-30.06	1527113588	23-Jun-26
-41.09	1527113594	23-Jun-26
-20.04	1527113618	23-Jun-26
-201.44	1527113624	23-Jun-26
-15.03	1527113632	23-Jun-26
-202.16	1527113637	23-Jun-26
-50.36	1527113689	23-Jun-26
-503.6	1527113697	23-Jun-26
-352.52	1527113734	23-Jun-26
-303.24	1527113742	23-Jun-26
-100.72	1527113774	23-Jun-26
-10.76	1527113797	23-Jun-26
-100	1527113798	23-Jun-26
-200	1527113799	23-Jun-26
-80.58	1527113815	23-Jun-26
-100.72	1527113822	23-Jun-26
-312.4	1527113823	23-Jun-26
-20.04	1527113827	23-Jun-26
-453.24	1527113830	23-Jun-26
-62.22	1527113846	23-Jun-26
-201.44	1527113852	23-Jun-26
4764.25	1527113889	23-Jun-26
-50.36	1527113890	23-Jun-26
50.38	1527113909	23-Jun-26
-303.24	1527113933	23-Jun-26
-50.09	1527113966	23-Jun-26
-30.22	1527113968	23-Jun-26
-101.08	1527113974	23-Jun-26
-5	1527114003	23-Jun-26
-10	1527114004	23-Jun-26
-20.14	1527114006	23-Jun-26
-20.22	1527114027	23-Jun-26
-50.45	1527114032	23-Jun-26
-100.22	1527114043	23-Jun-26
-101.08	1527114065	23-Jun-26
-1007.2	1527114067	23-Jun-26
-60.13	1527114070	23-Jun-26
-40	1527114102	23-Jun-26
-201.44	1527114105	23-Jun-26
-100	1527114133	23-Jun-26
-246.06	1527114137	23-Jun-26
-40.14	1527114138	23-Jun-26
-127.46	1527114158	23-Jun-26
-50.54	1527114170	23-Jun-26
-20	1527114180	23-Jun-26
-100.72	1527114193	23-Jun-26
-251.35	1527114200	23-Jun-26
-201.44	1527114215	23-Jun-26
-160	1527114219	23-Jun-26
-20.22	1527114230	23-Jun-26
-30.32	1527114240	23-Jun-26
-200	1527114244	23-Jun-26
-100	1527114305	23-Jun-26
-50	1527114309	23-Jun-26
144.72	1527114332	23-Jun-26
-101.08	1527114351	23-Jun-26
-10.07	1527114355	23-Jun-26
-12.75	1527114361	23-Jun-26
-25.05	1527114375	23-Jun-26
80.45	1527114431	23-Jun-26
-10.02	1527114440	23-Jun-26
-10.02	1527114515	23-Jun-26
-200.72	1527114517	23-Jun-26
-50.36	1527114549	23-Jun-26
-121.3	1527114559	23-Jun-26
-30.32	1527114603	23-Jun-26
-20	1527114682	23-Jun-26
-60	1527114686	23-Jun-26
-30.05	1527114749	23-Jun-26
-20.22	1527114766	23-Jun-26
-130.23	1527114809	23-Jun-26
-50.98	1527114828	23-Jun-26
-100.54	1527114862	23-Jun-26
-16.03	1527114866	23-Jun-26
-50.54	1527114869	23-Jun-26
-12.75	1527114871	23-Jun-26
-404.32	1527114874	23-Jun-26
-101.08	1527114876	23-Jun-26
-10.2	1527114893	23-Jun-26
-28.06	1527114945	23-Jun-26
-10.11	1527114980	23-Jun-26
-10.11	1527114981	23-Jun-26
-10.11	1527114982	23-Jun-26
-50.27	1527115002	23-Jun-26
40.45	1527115019	23-Jun-26
-50.54	1527115022	23-Jun-26
-6.05	1527115036	23-Jun-26
-1009	1527115038	23-Jun-26
-100.72	1527115043	23-Jun-26
-60.13	1527115055	23-Jun-26
50.45	1527115081	23-Jun-26
-202.16	1527115082	23-Jun-26
-20	1527115087	23-Jun-26
-500	1527115088	23-Jun-26
-20	1527115095	23-Jun-26
20.45	1527115098	23-Jun-26
-100.36	1527115110	23-Jun-26
12.03	1527115114	23-Jun-26
10.45	1527115116	23-Jun-26
-604.32	1527115136	23-Jun-26
-50.11	1527115139	23-Jun-26
-100.18	1527115144	23-Jun-26
-20.05	1527115158	23-Jun-26
-15.05	1527115214	23-Jun-26
10.45	1527115272	23-Jun-26
-50.27	1527115280	23-Jun-26
-503.6	1527115282	23-Jun-26
-5.04	1527115291	23-Jun-26
-302.16	1527115316	23-Jun-26
-25	1527115342	23-Jun-26
-12	1527115344	23-Jun-26
-65.61	1527115345	23-Jun-26
-202.16	1527115349	23-Jun-26
-100.18	1527115352	23-Jun-26
-100.9	1527115353	23-Jun-26
-101.08	1527115376	23-Jun-26
-207.21	1527115377	23-Jun-26
-50.18	1527115399	23-Jun-26
-50.98	1527115402	23-Jun-26
-30.06	1527115404	23-Jun-26
-101.97	1527115413	23-Jun-26
-20.07	1527115420	23-Jun-26
-20.04	1527115439	23-Jun-26
-20.14	1527115478	23-Jun-26
-50.18	1527115497	23-Jun-26
-24.6	1527115499	23-Jun-26
4.55	1527115507	23-Jun-26
-400	1527115517	23-Jun-26
-50	1527115520	23-Jun-26
-10.07	1527115559	23-Jun-26
-101.08	1527115576	23-Jun-26
-503.6	1527115596	23-Jun-26
-100.27	1527115623	23-Jun-26
-60.13	1527115627	23-Jun-26
47.45	1527115667	23-Jun-26
-10.07	1527115703	23-Jun-26
17.25	1527115711	23-Jun-26
-25.09	1527115714	23-Jun-26
-300	1527115715	23-Jun-26
-70.25	1527115733	23-Jun-26
-40.29	1527115734	23-Jun-26
-50.98	1527115745	23-Jun-26
-70.25	1527115764	23-Jun-26
-50.18	1527115783	23-Jun-26
-50.36	1527115817	23-Jun-26
-151.08	1527115826	23-Jun-26
-25.09	1527115850	23-Jun-26
-150.41	1527115871	23-Jun-26
402	1527115892	23-Jun-26
-150.54	1527115899	23-Jun-26
3.95	1527115910	23-Jun-26
-25	1527115935	23-Jun-26
-65	1527115936	23-Jun-26
-200	1527115940	23-Jun-26
-906.48	1527115956	23-Jun-26
5.45	1527115960	23-Jun-26
10.45	1527115976	23-Jun-26
-301.62	1527115980	23-Jun-26
100.5	1527116017	23-Jun-26
-100.72	1527116039	23-Jun-26
-50.11	1527116048	23-Jun-26
-203.93	1527116053	23-Jun-26
-50.54	1527116057	23-Jun-26
-101.08	1527116058	23-Jun-26
-50.54	1527116060	23-Jun-26
-121.3	1527116061	23-Jun-26
-10.11	1527116064	23-Jun-26
-30.11	1527116066	23-Jun-26
15.45	1527116078	23-Jun-26
-50.11	1527116106	23-Jun-26
-101.08	1527116107	23-Jun-26
-100.36	1527116116	23-Jun-26
61.12	1527116136	23-Jun-26
-2	1527116138	23-Jun-26
-24.6	1527116168	23-Jun-26
-101.08	1527116190	23-Jun-26
-302.16	1527116213	23-Jun-26
-50.09	1527116228	23-Jun-26
-10.02	1527116245	23-Jun-26
-50.18	1527116258	23-Jun-26
101.5	1527116277	23-Jun-26
-303.24	1527116302	23-Jun-26
2.95	1527116321	23-Jun-26
-50.36	1527116326	23-Jun-26
-101.08	1527116328	23-Jun-26
-50.54	1527116340	23-Jun-26
14.06	1527116342	23-Jun-26
-49.61	1527116365	23-Jun-26
-10.02	1527116373	23-Jun-26
-35.08	1527116375	23-Jun-26
-40.09	1527116387	23-Jun-26
-101.08	1527116405	23-Jun-26
-101.08	1527116407	23-Jun-26
-100	1527116410	23-Jun-26
10.45	1527116411	23-Jun-26
-100.72	1527116458	23-Jun-26
-275.99	1527116466	23-Jun-26
-20.11	1527116483	23-Jun-26
-5.04	1527116488	23-Jun-26
-100.22	1527116497	23-Jun-26
-10.07	1527116502	23-Jun-26
-30.11	1527116504	23-Jun-26
-12.03	1527116513	23-Jun-26
-220.79	1527116536	23-Jun-26
-20.04	1527116551	23-Jun-26
-503.6	1527116559	23-Jun-26
-201.44	1527116564	23-Jun-26
-11.62	1527116616	23-Jun-26
-10.02	1527116627	23-Jun-26
-100.36	1527116642	23-Jun-26
-120.43	1527116665	23-Jun-26
-100.72	1527116716	23-Jun-26
-466.33	1527116719	23-Jun-26
-100.22	1527116722	23-Jun-26
-140.76	1527116748	23-Jun-26
-63.73	1527116749	23-Jun-26
-20	1527116788	23-Jun-26
-250	1527116790	23-Jun-26
-1009	1527116800	23-Jun-26
-652.05	1527116801	23-Jun-26
-15.05	1527116850	23-Jun-26
-30.28	1527116885	23-Jun-26
-50.54	1527116904	23-Jun-26
-50.09	1527116922	23-Jun-26
-100.27	1527116925	23-Jun-26
-30.22	1527116960	23-Jun-26
-402.88	1527116961	23-Jun-26
-16	1527116973	23-Jun-26
-21.51	1527116974	23-Jun-26
251.25	1527117009	23-Jun-26
-20.04	1527117041	23-Jun-26
-251.35	1527117061	23-Jun-26
-100.54	1527117067	23-Jun-26
-100.72	1527117074	23-Jun-26
-20.07	1527117119	23-Jun-26
-50.36	1527117140	23-Jun-26
-1007.2	1527117168	23-Jun-26
-150	1527117196	23-Jun-26
-15.03	1527117237	23-Jun-26
-25.07	1527117354	23-Jun-26
11.33	1527117384	23-Jun-26
-201.8	1527117444	23-Jun-26
-10.02	1527117446	23-Jun-26
42.16	1527117448	23-Jun-26
19.45	1527117463	23-Jun-26
-20.01	1527117469	23-Jun-26
-15.06	1527117474	23-Jun-26
-100.18	1527117487	23-Jun-26
-35.09	1527117488	23-Jun-26
-101.08	1527117490	23-Jun-26
-100.36	1527117503	23-Jun-26
-10.82	1527117556	23-Jun-26
-55.2	1527117557	23-Jun-26
62.95	1527117558	23-Jun-26
-30.05	1527117564	23-Jun-26
-12.75	1527117570	23-Jun-26
-15.11	1527117597	23-Jun-26
-9.9	1527117601	23-Jun-26
-150.54	1527117624	23-Jun-26
-10.02	1527117662	23-Jun-26
-10.02	1527117681	23-Jun-26
-10.02	1527117692	23-Jun-26
-60.43	1527117701	23-Jun-26
50.38	1527117712	23-Jun-26
-50.36	1527117719	23-Jun-26
150.75	1527117733	23-Jun-26
-250.9	1527117754	23-Jun-26
-30.59	1527117770	23-Jun-26
-70.76	1527117777	23-Jun-26
-10.11	1527117779	23-Jun-26
-384.1	1527117795	23-Jun-26
-50.36	1527117810	23-Jun-26
-200.72	1527117870	23-Jun-26
-25	1527117881	23-Jun-26
-50.36	1527117884	23-Jun-26
-60.65	1527117886	23-Jun-26
-100.27	1527117894	23-Jun-26
-20	1527117908	23-Jun-26
3513.13	1527117935	23-Jun-26
-120	1527117952	23-Jun-26
-24.6	1527117964	23-Jun-26
-15.11	1527117972	23-Jun-26
-60.65	1527117975	23-Jun-26
-15.29	1527117980	23-Jun-26
1.45	1527117985	23-Jun-26
-50.54	1527118005	23-Jun-26
-101.08	1527118006	23-Jun-26
-10.04	1527118020	23-Jun-26
-120.26	1527118031	23-Jun-26
-20	1527118033	23-Jun-26
-45.16	1527118042	23-Jun-26
-10.05	1527118053	23-Jun-26
-110.4	1527118060	23-Jun-26
-5.01	1527118076	23-Jun-26
13.45	1527118080	23-Jun-26
-401.44	1527118086	23-Jun-26
-100	1527118110	23-Jun-26
-10.07	1527118131	23-Jun-26
160.8	1527118148	23-Jun-26
-50.98	1527118158	23-Jun-26
-151.62	1527118164	23-Jun-26
-30.16	1527118195	23-Jun-26
-20.07	1527118198	23-Jun-26
-100.72	1527118205	23-Jun-26
292.18	1527118216	23-Jun-26
-50.18	1527118228	23-Jun-26
-15	1527118232	23-Jun-26
-30	1527118235	23-Jun-26
-100.36	1527118239	23-Jun-26
-150.54	1527118244	23-Jun-26
-402.16	1527118254	23-Jun-26
-121.3	1527118259	23-Jun-26
-50.11	1527118264	23-Jun-26
-101.08	1527118278	23-Jun-26
-20.11	1527118301	23-Jun-26
291.45	1527118357	23-Jun-26
-124.91	1527118358	23-Jun-26
-60.65	1527118366	23-Jun-26
-50.05	1527118387	23-Jun-26
-200.36	1527118391	23-Jun-26
-100.18	1527118394	23-Jun-26
-50.27	1527118415	23-Jun-26
-30.08	1527118418	23-Jun-26
-20.11	1527118422	23-Jun-26
-400	1527118475	23-Jun-26
407.93	1527118482	23-Jun-26
-30.59	1527118485	23-Jun-26
-30.06	1527118497	23-Jun-26
-10.11	1527118529	23-Jun-26
-25.05	1527118532	23-Jun-26
49.55	1527118536	23-Jun-26
-20.04	1527118558	23-Jun-26
-50.36	1527118560	23-Jun-26
44.45	1527118562	23-Jun-26
-502.7	1527118586	23-Jun-26
-80.17	1527118593	23-Jun-26
-105.38	1527118605	23-Jun-26
-61.52	1527118610	23-Jun-26
-40.09	1527118614	23-Jun-26
301.5	1527118622	23-Jun-26
-10.07	1527118623	23-Jun-26
-15	1527118632	23-Jun-26
-30	1527118635	23-Jun-26
-10	1527118638	23-Jun-26
-100.72	1527118662	23-Jun-26
-30.11	1527118726	23-Jun-26
40.45	1527118733	23-Jun-26
-101.08	1527118738	23-Jun-26
30.45	1527118751	23-Jun-26
-101.08	1527118758	23-Jun-26
-60.13	1527118775	23-Jun-26
150.75	1527118776	23-Jun-26
-40.29	1527118795	23-Jun-26
-50.36	1527118798	23-Jun-26
-50.54	1527118803	23-Jun-26
-100.22	1527118807	23-Jun-26
-20	1527118813	23-Jun-26
-246.76	1527118875	23-Jun-26
-150.27	1527118876	23-Jun-26
-500.9	1527118878	23-Jun-26
-30.06	1527118902	23-Jun-26
-50.27	1527118907	23-Jun-26
-50.54	1527118914	23-Jun-26
-412.21	1527118932	23-Jun-26
1003.75	1527118947	23-Jun-26
-15.11	1527118982	23-Jun-26
-6.04	1527118984	23-Jun-26
-300	1527119016	23-Jun-26
-6	1527119017	23-Jun-26
-60.43	1527119022	23-Jun-26
-147.26	1527119038	23-Jun-26
4.45	1527119089	23-Jun-26
-50.36	1527119183	23-Jun-26
-50.09	1527119186	23-Jun-26
-100	1527119204	23-Jun-26
-123.02	1527119224	23-Jun-26
-201.08	1527119225	23-Jun-26
-15.08	1527119234	23-Jun-26
-10.04	1527119248	23-Jun-26
19.45	1527119250	23-Jun-26
-20.07	1527119256	23-Jun-26
-553.96	1527119293	23-Jun-26
-202.16	1527119336	23-Jun-26
-501.8	1527119363	23-Jun-26
-5.38	1527119385	23-Jun-26
-100.36	1527119390	23-Jun-26
-30	1527119393	23-Jun-26
-100.36	1527119433	23-Jun-26
-20.42	1527119437	23-Jun-26
-10.02	1527119450	23-Jun-26
-12.75	1527119464	23-Jun-26
1005	1527119478	23-Jun-26
-50.09	1527119487	23-Jun-26
-100.72	1527119490	23-Jun-26
-303.24	1527119522	23-Jun-26
25.1	1527119550	23-Jun-26
-3.01	1527119555	23-Jun-26
-100.72	1527119556	23-Jun-26
-100.72	1527119559	23-Jun-26
-32.76	1527119577	23-Jun-26
-70.5	1527119589	23-Jun-26
-20.14	1527119603	23-Jun-26
-50.36	1527119605	23-Jun-26
-330	1527119609	23-Jun-26
-318.64	1527119616	23-Jun-26
-100.18	1527119621	23-Jun-26
-303.24	1527119638	23-Jun-26
-50.36	1527119644	23-Jun-26
-200.72	1527119658	23-Jun-26
-302.16	1527119673	23-Jun-26
-170.31	1527119675	23-Jun-26
-402.88	1527119697	23-Jun-26
-10.04	1527119702	23-Jun-26
-301.62	1527119727	23-Jun-26
-201.08	1527119729	23-Jun-26
14.45	1527119742	23-Jun-26
-200.72	1527119746	23-Jun-26
-50.27	1527119761	23-Jun-26
-5.02	1527119787	23-Jun-26
-101.08	1527119792	23-Jun-26
-202.16	1527119802	23-Jun-26
-20	1527119826	23-Jun-26
-500	1527119827	23-Jun-26
-376.47	1527119828	23-Jun-26
-14	1527119830	23-Jun-26
-100.72	1527119834	23-Jun-26
-8	1527119836	23-Jun-26
-20	1527119837	23-Jun-26
-100.22	1527119853	23-Jun-26
-10.02	1527119857	23-Jun-26
-20.14	1527119883	23-Jun-26
-20.04	1527119907	23-Jun-26
-120.22	1527119913	23-Jun-26
-100.72	1527119916	23-Jun-26
-24.6	1527119938	23-Jun-26
-105.79	1527119940	23-Jun-26
-20.11	1527119947	23-Jun-26
-20.04	1527119949	23-Jun-26
-24.6	1527119950	23-Jun-26
-26.42	1527119954	23-Jun-26
-605.4	1527119956	23-Jun-26
100.19	1527119957	23-Jun-26
-100.27	1527119975	23-Jun-26
-40.36	1527119991	23-Jun-26
-201.44	1527120005	23-Jun-26
-30.22	1527120006	23-Jun-26
-30.32	1527120015	23-Jun-26
-151.35	1527120020	23-Jun-26
-400	1527120024	23-Jun-26
-501.8	1527120070	23-Jun-26
-50.18	1527120111	23-Jun-26
-11.02	1527120134	23-Jun-26
-10.02	1527120135	23-Jun-26
-20.05	1527120161	23-Jun-26
-151.35	1527120162	23-Jun-26
-85.77	1527120178	23-Jun-26
-20.04	1527120180	23-Jun-26
298.49	1527120195	23-Jun-26
301.5	1527120198	23-Jun-26
-5.02	1527120204	23-Jun-26
-85.3	1527120232	23-Jun-26
-100.54	1527120233	23-Jun-26
-30.22	1527120235	23-Jun-26
-30	1527120248	23-Jun-26
1005	1527120280	23-Jun-26
-504.5	1527120318	23-Jun-26
-40.29	1527120328	23-Jun-26
-100.72	1527120377	23-Jun-26
-485.18	1527120407	23-Jun-26
-60.43	1527120417	23-Jun-26
-15.05	1527120422	23-Jun-26
100.5	1527120441	23-Jun-26
100.5	1527120465	23-Jun-26
-100.18	1527120470	23-Jun-26
-70.15	1527120475	23-Jun-26
-17.03	1527120520	23-Jun-26
-10.04	1527120553	23-Jun-26
-1007.2	1527120559	23-Jun-26
-50.45	1527120609	23-Jun-26
-200.72	1527120619	23-Jun-26
-300	1527120624	23-Jun-26
-201.8	1527120639	23-Jun-26
-20.14	1527120646	23-Jun-26
-401.44	1527120658	23-Jun-26
-247.97	1527120661	23-Jun-26
-501.35	1527120666	23-Jun-26
-100.72	1527120686	23-Jun-26
-17.04	1527120716	23-Jun-26
-30.32	1527120726	23-Jun-26
-30.32	1527120727	23-Jun-26
-10.04	1527120731	23-Jun-26
-100.18	1527120767	23-Jun-26
5.04	1527120772	23-Jun-26
-50.36	1527120806	23-Jun-26
-20.04	1527120811	23-Jun-26
-18.99	1527120815	23-Jun-26
-100	1527120824	23-Jun-26
-86	1527120827	23-Jun-26
-20	1527120831	23-Jun-26
603	1527120847	23-Jun-26
-15.05	1527120857	23-Jun-26
-201.44	1527120867	23-Jun-26
-50.11	1527120871	23-Jun-26
-20.05	1527120879	23-Jun-26
-100.72	1527120929	23-Jun-26
-10.04	1527120933	23-Jun-26
-50.14	1527120966	23-Jun-26
-25.18	1527120977	23-Jun-26
-160.86	1527120982	23-Jun-26
-20.22	1527120985	23-Jun-26
-302.16	1527120990	23-Jun-26
-101.08	1527121007	23-Jun-26
-25.05	1527121037	23-Jun-26
-50	1527121052	23-Jun-26
-100.03	1527121055	23-Jun-26
-301.08	1527121063	23-Jun-26
-502.14	1527121067	23-Jun-26
-50.45	1527121068	23-Jun-26
-351.26	1527121069	23-Jun-26
-30.22	1527121070	23-Jun-26
-15.11	1527121077	23-Jun-26
-500	1527121079	23-Jun-26
-480	1527121100	23-Jun-26
-50.18	1527121121	23-Jun-26
-120.43	1527121126	23-Jun-26
-50.36	1527121128	23-Jun-26
-101.08	1527121150	23-Jun-26
-20.22	1527121151	23-Jun-26
-50.36	1527121176	23-Jun-26
-50.18	1527121182	23-Jun-26
-302.16	1527121192	23-Jun-26
-20.07	1527121200	23-Jun-26
-50.98	1527121215	23-Jun-26
-35.69	1527121222	23-Jun-26
-101.11	1527121230	23-Jun-26
-40	1527121233	23-Jun-26
-20	1527121237	23-Jun-26
-30.59	1527121247	23-Jun-26
-30	1527121271	23-Jun-26
14.45	1527121273	23-Jun-26
-50	1527121295	23-Jun-26
-1.5	1527121316	23-Jun-26
-421.51	1527121318	23-Jun-26
-127.46	1527121320	23-Jun-26
-50	1527121332	23-Jun-26
-50.09	1527121335	23-Jun-26
-100.36	1527121343	23-Jun-26
-301.08	1527121381	23-Jun-26
6.03	1527121392	23-Jun-26
-201.44	1527121404	23-Jun-26
-200	1527121420	23-Jun-26
-16.13	1527121421	23-Jun-26
-100	1527121430	23-Jun-26
-202.16	1527121433	23-Jun-26
-50.27	1527121448	23-Jun-26
-3.73	1527121449	23-Jun-26
-10	1527121504	23-Jun-26
-15	1527121533	23-Jun-26
-200	1527121552	23-Jun-26
-50.54	1527121556	23-Jun-26
804	1527121606	23-Jun-26
-352.52	1527121613	23-Jun-26
-20.07	1527121616	23-Jun-26
-20.04	1527121618	23-Jun-26
-15	1527121620	23-Jun-26
-25.09	1527121626	23-Jun-26
-100.27	1527121631	23-Jun-26
-10.02	1527121634	23-Jun-26
-251.8	1527121648	23-Jun-26
-90.24	1527121686	23-Jun-26
-20.07	1527121691	23-Jun-26
-101.08	1527121699	23-Jun-26
-58.16	1527121706	23-Jun-26
100.75	1527121722	23-Jun-26
-100.72	1527121729	23-Jun-26
-8.92	1527121757	23-Jun-26
-450.08	1527121760	23-Jun-26
-101.08	1527121763	23-Jun-26
-20.04	1527121769	23-Jun-26
-1000.18	1527121788	23-Jun-26
-101.08	1527121792	23-Jun-26
-12.3	1527121830	23-Jun-26
-20.14	1527121831	23-Jun-26
-30.11	1527121859	23-Jun-26
-50.09	1527121902	23-Jun-26
502.5	1527121931	23-Jun-26
-200	1527122003	23-Jun-26
-5	1527122005	23-Jun-26
403	1527122006	23-Jun-26
-25	1527122007	23-Jun-26
-30.11	1527122056	23-Jun-26
-50.11	1527122078	23-Jun-26
-501.8	1527122123	23-Jun-26
100.5	1527122139	23-Jun-26
-101.08	1527122142	23-Jun-26
-100.36	1527122193	23-Jun-26
-20	1527122212	23-Jun-26
-236.64	1527122214	23-Jun-26
-20.07	1527122235	23-Jun-26
8.45	1527122243	23-Jun-26
-318.64	1527122262	23-Jun-26
-29.06	1527122264	23-Jun-26
-12.75	1527122267	23-Jun-26
1005	1527122284	23-Jun-26
-302.7	1527122293	23-Jun-26
-101.08	1527122299	23-Jun-26
-50.36	1527122300	23-Jun-26
-30.06	1527122309	23-Jun-26
-254.91	1527122349	23-Jun-26
5.45	1527122375	23-Jun-26
20.45	1527122419	23-Jun-26
-50.27	1527122424	23-Jun-26
50.45	1527122432	23-Jun-26
-15	1527122448	23-Jun-26
50.1	1527122456	23-Jun-26
-151.35	1527122473	23-Jun-26
-50.18	1527122482	23-Jun-26
-10.02	1527122488	23-Jun-26
-202.16	1527122514	23-Jun-26
-101.08	1527122515	23-Jun-26
-200.72	1527122534	23-Jun-26
-20.22	1527122543	23-Jun-26
-50.11	1527122554	23-Jun-26
-100.72	1527122557	23-Jun-26
-200.72	1527122568	23-Jun-26
-100.27	1527122571	23-Jun-26
-50.18	1527122575	23-Jun-26
-20.14	1527122582	23-Jun-26
-100.72	1527122605	23-Jun-26
-80.86	1527122637	23-Jun-26
-100.22	1527122640	23-Jun-26
141.71	1527122666	23-Jun-26
-10.04	1527122690	23-Jun-26
-501.8	1527122703	23-Jun-26
2504.69	1527122736	23-Jun-26
231.15	1527122741	23-Jun-26
-12.03	1527122745	23-Jun-26
-50.54	1527122750	23-Jun-26
-201.44	1527122781	23-Jun-26
-50.36	1527122784	23-Jun-26
-20.14	1527122800	23-Jun-26
-50.45	1527122804	23-Jun-26
-20.05	1527122805	23-Jun-26
-300	1527122821	23-Jun-26
-50	1527122831	23-Jun-26
-15.11	1527122862	23-Jun-26
-51.11	1527122863	23-Jun-26
-1001.8	1527122870	23-Jun-26
-9.23	1527122871	23-Jun-26
-10.02	1527122880	23-Jun-26
-50.54	1527122881	23-Jun-26
-1001.8	1527122884	23-Jun-26
-100.36	1527122888	23-Jun-26
-20.04	1527122890	23-Jun-26
-3.01	1527122892	23-Jun-26
-200.54	1527122899	23-Jun-26
9.07	1527122955	23-Jun-26
-30.22	1527122958	23-Jun-26
-151.62	1527122960	23-Jun-26
-201.44	1527122971	23-Jun-26
-100.27	1527122983	23-Jun-26
-100.63	1527122989	23-Jun-26
-30	1527123004	23-Jun-26
-500	1527123008	23-Jun-26
-220	1527123009	23-Jun-26
-22.08	1527123071	23-Jun-26
100.5	1527123077	23-Jun-26
-80.17	1527123083	23-Jun-26
-30.05	1527123084	23-Jun-26
-10.04	1527123091	23-Jun-26
-100.27	1527123130	23-Jun-26
-15.16	1527123136	23-Jun-26
7.15	1527123157	23-Jun-26
100.5	1527123186	23-Jun-26
-20	1527123190	23-Jun-26
-201.44	1527123196	23-Jun-26
-100.72	1527123212	23-Jun-26
-150.81	1527123237	23-Jun-26
-353.78	1527123239	23-Jun-26
-101.08	1527123251	23-Jun-26
10.45	1527123252	23-Jun-26
-50.45	1527123260	23-Jun-26
-50.36	1527123265	23-Jun-26
-151.35	1527123294	23-Jun-26
-200.54	1527123297	23-Jun-26
-150.32	1527123331	23-Jun-26
-50.09	1527123334	23-Jun-26
-170.61	1527123336	23-Jun-26
-123.01	1527123343	23-Jun-26
-10.04	1527123380	23-Jun-26
-190	1527123383	23-Jun-26
-100	1527123389	23-Jun-26
-6.37	1527123395	23-Jun-26
-10.04	1527123397	23-Jun-26
9.45	1527123448	23-Jun-26
-50.18	1527123467	23-Jun-26
-201.44	1527123477	23-Jun-26
-50.54	1527123480	23-Jun-26
-90.32	1527123541	23-Jun-26
-27.8	1527123587	23-Jun-26
-200.72	1527123601	23-Jun-26
-50.11	1527123603	23-Jun-26
460.87	1527123604	23-Jun-26
-100.72	1527123612	23-Jun-26
-20.04	1527123625	23-Jun-26
-100.36	1527123630	23-Jun-26
-10.02	1527123637	23-Jun-26
-404	1527123643	23-Jun-26
-50.18	1527123662	23-Jun-26
100.19	1527123672	23-Jun-26
-17.04	1527123673	23-Jun-26
-70.25	1527123677	23-Jun-26
-101.08	1527123678	23-Jun-26
-40.43	1527123698	23-Jun-26
-30	1527123699	23-Jun-26
-100.27	1527123718	23-Jun-26
-7.03	1527123721	23-Jun-26
-50.11	1527123727	23-Jun-26
-599.06	1527123730	23-Jun-26
-201.8	1527123735	23-Jun-26
-100.72	1527123739	23-Jun-26
552.75	1527123744	23-Jun-26
-100.72	1527123752	23-Jun-26
-400	1527123756	23-Jun-26
-50.18	1527123799	23-Jun-26
-50.09	1527123800	23-Jun-26
-50.54	1527123805	23-Jun-26
50.38	1527123820	23-Jun-26
-500	1527123841	23-Jun-26
-25.05	1527123895	23-Jun-26
-500	1527123921	23-Jun-26
-10	1527123924	23-Jun-26
-30	1527123926	23-Jun-26
-20	1527123928	23-Jun-26
