DEBIT	CREDIT	TRANSFERID	CREATEDDATE
0	5	1527167082	23-Jun-26
0	0.2	1527167087	23-Jun-26
0	15	1527167088	23-Jun-26
0	10	1527167089	23-Jun-26
0	0.3	1527167090	23-Jun-26
0	0.3	1527167092	23-Jun-26
5	0	1527167094	23-Jun-26
0	0.3	1527167095	23-Jun-26
0	0.5	1527167096	23-Jun-26
0.02	19.095	1527167098	23-Jun-26
0	1	1527167099	23-Jun-26
0.9	0	1527167101	23-Jun-26
0	0.12	1527167102	23-Jun-26
0.02	100.25	1527167103	23-Jun-26
0	0.2	1527167104	23-Jun-26
0	2	1527167105	23-Jun-26
1.7	0	1527167109	23-Jun-26
3	0	1527167110	23-Jun-26
0.7	0	1527167114	23-Jun-26
0	201.08	1527167118	23-Jun-26
0.02	303.75	1527167119	23-Jun-26
0	16	1527167120	23-Jun-26
0	56	1527167121	23-Jun-26
0.25	0	1527167123	23-Jun-26
0	1.9	1527167125	23-Jun-26
0	0.4	1527167126	23-Jun-26
0.02	100.25	1527167127	23-Jun-26
0	0.6	1527167128	23-Jun-26
0	45.25	1527167131	23-Jun-26
0.26	0	1527167132	23-Jun-26
0	30	1527167133	23-Jun-26
0	1.5	1527167135	23-Jun-26
0	12	1527167138	23-Jun-26
0	0.5	1527167139	23-Jun-26
0.5	0	1527167141	23-Jun-26
0	0.35	1527167142	23-Jun-26
0	5	1527167143	23-Jun-26
0	6	1527167144	23-Jun-26
6.12	0.05	1527167146	23-Jun-26
0	0.2	1527167148	23-Jun-26
0.02	100.5	1527167149	23-Jun-26
50	0	1527167152	23-Jun-26
0	1	1527167153	23-Jun-26
0	20	1527167160	23-Jun-26
0	1	1527167161	23-Jun-26
0	0.3	1527167162	23-Jun-26
0	1	1527167164	23-Jun-26
0	0.5	1527167165	23-Jun-26
0.02	50.2	1527167166	23-Jun-26
5.12	0.05	1527167167	23-Jun-26
0	0.6	1527167169	23-Jun-26
0.02	5.1	1527167174	23-Jun-26
0	0.3	1527167176	23-Jun-26
0.4	0	1527167178	23-Jun-26
0.2	0	1527167179	23-Jun-26
0.1	0	1527167180	23-Jun-26
0.5	0	1527167184	23-Jun-26
0.02	16.04	1527167185	23-Jun-26
0	33	1527167187	23-Jun-26
0	2	1527167188	23-Jun-26
0	0.8	1527167190	23-Jun-26
2	0	1527167191	23-Jun-26
0	1	1527167195	23-Jun-26
0	4	1527167197	23-Jun-26
22.17	0.075	1527167200	23-Jun-26
0	3	1527167202	23-Jun-26
0.02	3.015	1527167204	23-Jun-26
0.02	20.125	1527167205	23-Jun-26
100	0	1527167207	23-Jun-26
0.02	11.457	1527167209	23-Jun-26
0	12	1527167213	23-Jun-26
0.3	0	1527167214	23-Jun-26
0	0.25	1527167216	23-Jun-26
50.22	0.1	1527167218	23-Jun-26
0.02	100.25	1527167219	23-Jun-26
0	7.5	1527167220	23-Jun-26
0	0.2	1527167223	23-Jun-26
0.02	40.2	1527167224	23-Jun-26
0.02	100.5	1527167225	23-Jun-26
2	0	1527167227	23-Jun-26
14	0	1527167228	23-Jun-26
0	2	1527167229	23-Jun-26
2000	0	1527167231	23-Jun-26
3.12	0.05	1527167232	23-Jun-26
24	0	1527167234	23-Jun-26
0.1	0	1527167239	23-Jun-26
0	0.3	1527167240	23-Jun-26
20	0	1527167241	23-Jun-26
0	30	1527167243	23-Jun-26
0	5	1527167245	23-Jun-26
4.55	0	1527167250	23-Jun-26
0.5	0	1527167251	23-Jun-26
0.02	0.45	1527167252	23-Jun-26
20	0	1527167255	23-Jun-26
0	0.3	1527167256	23-Jun-26
0.02	0.55	1527167257	23-Jun-26
1	0	1527167258	23-Jun-26
45	0	1527167259	23-Jun-26
0	3.5	1527167260	23-Jun-26
0.2	0	1527167261	23-Jun-26
0	1.8	1527167264	23-Jun-26
0.25	0	1527167265	23-Jun-26
1.07	0.025	1527167266	23-Jun-26
0	1	1527167267	23-Jun-26
0	1.7	1527167271	23-Jun-26
16	0	1527167272	23-Jun-26
2	0	1527167273	23-Jun-26
0	1.7	1527167274	23-Jun-26
4.12	0.05	1527167276	23-Jun-26
0	7	1527167277	23-Jun-26
15	0	1527167279	23-Jun-26
0	0.1	1527167280	23-Jun-26
44	0	1527167284	23-Jun-26
5.1	0	1527167285	23-Jun-26
0	13	1527167287	23-Jun-26
20	0	1527167289	23-Jun-26
8	0	1527167291	23-Jun-26
0	20	1527167294	23-Jun-26
0	0.5	1527167295	23-Jun-26
0	1	1527167296	23-Jun-26
0.02	2.1	1527167297	23-Jun-26
0.02	0.55	1527167298	23-Jun-26
0	1	1527167299	23-Jun-26
0	1.8	1527167300	23-Jun-26
0	3.5	1527167302	23-Jun-26
0	2	1527167305	23-Jun-26
0	5.5	1527167306	23-Jun-26
0	1	1527167307	23-Jun-26
0.37	0.025	1527167309	23-Jun-26
4.5	0	1527167310	23-Jun-26
0	1	1527167313	23-Jun-26
0	0.955	1527167314	23-Jun-26
0	65.8	1527167318	23-Jun-26
0.02	100.5	1527167320	23-Jun-26
0	18	1527167321	23-Jun-26
0	1	1527167322	23-Jun-26
0	5.8	1527167324	23-Jun-26
200	0	1527167325	23-Jun-26
0	3.4	1527167327	23-Jun-26
50.52	0.25	1527167330	23-Jun-26
0.02	0.55	1527167333	23-Jun-26
4.5	0	1527167336	23-Jun-26
0	9.7	1527167337	23-Jun-26
0	32	1527167338	23-Jun-26
0	8.7	1527167340	23-Jun-26
9	0	1527167341	23-Jun-26
0.02	30.375	1527167345	23-Jun-26
0	5	1527167346	23-Jun-26
0	8	1527167347	23-Jun-26
10	0	1527167348	23-Jun-26
0	2	1527167349	23-Jun-26
0.2	0	1527167351	23-Jun-26
0	0.3	1527167353	23-Jun-26
0	0.2	1527167357	23-Jun-26
0	0.4	1527167358	23-Jun-26
1	0	1527167359	23-Jun-26
0	17	1527167364	23-Jun-26
0	3	1527167365	23-Jun-26
0	2	1527167366	23-Jun-26
0.3	0	1527167369	23-Jun-26
7	0	1527167371	23-Jun-26
0	4.9	1527167374	23-Jun-26
0	20	1527167375	23-Jun-26
0.3	0	1527167376	23-Jun-26
10	0	1527167377	23-Jun-26
1	0	1527167378	23-Jun-26
5.12	0.05	1527167379	23-Jun-26
3.12	0.05	1527167380	23-Jun-26
0	0.5	1527167382	23-Jun-26
0.5	0	1527167383	23-Jun-26
0	0.3	1527167384	23-Jun-26
0	0.3	1527167385	23-Jun-26
0	2	1527167387	23-Jun-26
0.25	0	1527167389	23-Jun-26
0.5	0	1527167390	23-Jun-26
0	1	1527167391	23-Jun-26
0.5	0	1527167392	23-Jun-26
0	0.2	1527167395	23-Jun-26
0	0.4	1527167396	23-Jun-26
5	0	1527167400	23-Jun-26
0	400	1527167402	23-Jun-26
0	0.25	1527167403	23-Jun-26
0	1	1527167405	23-Jun-26
0.15	0	1527167406	23-Jun-26
0.75	0	1527167408	23-Jun-26
0	0.3	1527167410	23-Jun-26
1	0	1527167411	23-Jun-26
0	21	1527167412	23-Jun-26
10.12	0.05	1527167413	23-Jun-26
0	0.2	1527167414	23-Jun-26
0	0.1	1527167415	23-Jun-26
8.12	0.05	1527167416	23-Jun-26
1	0	1527167418	23-Jun-26
0	0.3	1527167421	23-Jun-26
0.25	0	1527167422	23-Jun-26
0	0.4	1527167423	23-Jun-26
0	10	1527167427	23-Jun-26
75	0	1527167429	23-Jun-26
0	7	1527167430	23-Jun-26
9	0	1527167431	23-Jun-26
0	1	1527167432	23-Jun-26
0	3	1527167433	23-Jun-26
0.4	0	1527167434	23-Jun-26
5.12	0.05	1527167435	23-Jun-26
0.02	200.5	1527167436	23-Jun-26
0	0.3	1527167437	23-Jun-26
0	6	1527167438	23-Jun-26
5	0	1527167439	23-Jun-26
0	0.3	1527167441	23-Jun-26
0	3	1527167442	23-Jun-26
0.02	5.05	1527167446	23-Jun-26
0.02	1.05	1527167448	23-Jun-26
0	4.85	1527167450	23-Jun-26
5.12	0.05	1527167452	23-Jun-26
5.12	0.05	1527167453	23-Jun-26
0	0.9	1527167454	23-Jun-26
0	0.7	1527167455	23-Jun-26
0	0.6	1527167456	23-Jun-26
0.02	0.45	1527167457	23-Jun-26
0.02	10.1	1527167460	23-Jun-26
0	1	1527167461	23-Jun-26
0	32	1527167462	23-Jun-26
0	0.75	1527167463	23-Jun-26
1.07	0.025	1527167465	23-Jun-26
0	4	1527167467	23-Jun-26
10	0	1527167470	23-Jun-26
0	0.7	1527167471	23-Jun-26
0	0.1	1527167473	23-Jun-26
496	0	1527167475	23-Jun-26
3	0	1527167480	23-Jun-26
0.5	0	1527167483	23-Jun-26
0	1.5	1527167484	23-Jun-26
0	10	1527167486	23-Jun-26
0	2	1527167487	23-Jun-26
0	0.1	1527167488	23-Jun-26
0.2	0	1527167491	23-Jun-26
0	1	1527167495	23-Jun-26
1	0	1527167498	23-Jun-26
0	8.16	1527167499	23-Jun-26
0	10	1527167501	23-Jun-26
0	0.6	1527167503	23-Jun-26
50	0	1527167506	23-Jun-26
2	0	1527167507	23-Jun-26
1.9	0	1527167508	23-Jun-26
0.02	0.55	1527167512	23-Jun-26
0	151.08	1527167514	23-Jun-26
0	3	1527167516	23-Jun-26
5	0	1527167521	23-Jun-26
0	2	1527167522	23-Jun-26
100	0	1527167523	23-Jun-26
0	0.2	1527167525	23-Jun-26
0.5	0	1527167526	23-Jun-26
0	600	1527167527	23-Jun-26
0	4.7	1527167531	23-Jun-26
0	2	1527167532	23-Jun-26
0	2	1527167533	23-Jun-26
0.02	10.1	1527167535	23-Jun-26
0	32	1527167537	23-Jun-26
5.5	0	1527167538	23-Jun-26
0	1	1527167540	23-Jun-26
0	5	1527167541	23-Jun-26
0	2	1527167544	23-Jun-26
6.12	0.05	1527167547	23-Jun-26
370	0	1527167548	23-Jun-26
0	1.2	1527167551	23-Jun-26
0	0.2	1527167552	23-Jun-26
0	0.3	1527167554	23-Jun-26
7	0	1527167556	23-Jun-26
1	0	1527167558	23-Jun-26
0	40	1527167560	23-Jun-26
0	13	1527167561	23-Jun-26
0	6.6	1527167562	23-Jun-26
0.525	0.0025	1527167563	23-Jun-26
2.5	0	1527167566	23-Jun-26
0.2	0	1527167567	23-Jun-26
0.7	0	1527167568	23-Jun-26
0	0.7	1527167569	23-Jun-26
18	0	1527167570	23-Jun-26
0.02	50.049	1527167571	23-Jun-26
0	1.1	1527167579	23-Jun-26
0	200	1527167580	23-Jun-26
0	9	1527167581	23-Jun-26
6	0	1527167583	23-Jun-26
0	1	1527167585	23-Jun-26
0	7	1527167586	23-Jun-26
0.25	0	1527167587	23-Jun-26
0.25	0	1527167589	23-Jun-26
0.02	9.1	1527167590	23-Jun-26
2.8	0	1527167591	23-Jun-26
0.02	100.25	1527167592	23-Jun-26
0	3	1527167594	23-Jun-26
0	0.2	1527167596	23-Jun-26
0	0.3	1527167597	23-Jun-26
0	30	1527167598	23-Jun-26
0	2	1527167599	23-Jun-26
0	1	1527167600	23-Jun-26
1	0	1527167601	23-Jun-26
0	2	1527167603	23-Jun-26
0	0.3	1527167604	23-Jun-26
1.9	0.45	1527167605	23-Jun-26
0	100	1527167606	23-Jun-26
25.27	0.125	1527167607	23-Jun-26
0	1	1527167609	23-Jun-26
2	0	1527167611	23-Jun-26
1	0	1527167613	23-Jun-26
0	5	1527167614	23-Jun-26
0	11	1527167616	23-Jun-26
3.12	0.05	1527167618	23-Jun-26
10	0	1527167620	23-Jun-26
0	0.6	1527167621	23-Jun-26
0	9	1527167622	23-Jun-26
0	1	1527167623	23-Jun-26
0	1	1527167624	23-Jun-26
0	0.2	1527167627	23-Jun-26
0	1937	1527167628	23-Jun-26
0.37	0.025	1527167629	23-Jun-26
0	0.9	1527167632	23-Jun-26
20	0	1527167634	23-Jun-26
0	0.25	1527167636	23-Jun-26
0	10	1527167637	23-Jun-26
0	10	1527167638	23-Jun-26
0	0.1	1527167639	23-Jun-26
0	3	1527167640	23-Jun-26
0	0.5	1527167642	23-Jun-26
0	2	1527167643	23-Jun-26
0	0.3	1527167649	23-Jun-26
0	0.3	1527167650	23-Jun-26
0	2.5	1527167651	23-Jun-26
0	0.2	1527167652	23-Jun-26
0	2	1527167653	23-Jun-26
0	0.5	1527167654	23-Jun-26
2	0	1527167656	23-Jun-26
0	0.5	1527167659	23-Jun-26
0.25	0	1527167661	23-Jun-26
42.8	0	1527167663	23-Jun-26
1	0	1527167664	23-Jun-26
0	6.3	1527167666	23-Jun-26
2.2	0	1527167669	23-Jun-26
0	6	1527167672	23-Jun-26
1.25	0	1527167673	23-Jun-26
0	0.3	1527167676	23-Jun-26
0.6	0	1527167677	23-Jun-26
5.12	0.05	1527167681	23-Jun-26
0	1.5	1527167683	23-Jun-26
0	11.1	1527167684	23-Jun-26
0	0.6	1527167685	23-Jun-26
0	2	1527167686	23-Jun-26
0.02	5.025	1527167688	23-Jun-26
0	0.65	1527167690	23-Jun-26
0.75	0	1527167694	23-Jun-26
0.02	5.025	1527167695	23-Jun-26
22.17	0.075	1527167698	23-Jun-26
0.5	0	1527167699	23-Jun-26
0.25	0	1527167701	23-Jun-26
4.5	0	1527167702	23-Jun-26
1982.8	0	1527167703	23-Jun-26
0	200	1527167704	23-Jun-26
0	3	1527167705	23-Jun-26
0	0.08	1527167706	23-Jun-26
1	0	1527167708	23-Jun-26
0	3	1527167709	23-Jun-26
80	0	1527167711	23-Jun-26
15	0	1527167712	23-Jun-26
0	2.4	1527167713	23-Jun-26
102	0	1527167715	23-Jun-26
2.4	0	1527167719	23-Jun-26
1.5	0	1527167721	23-Jun-26
0	0.1	1527167723	23-Jun-26
0	3	1527167725	23-Jun-26
0	1	1527167726	23-Jun-26
70	0	1527167727	23-Jun-26
0	26	1527167728	23-Jun-26
0	260	1527167730	23-Jun-26
0	1.2	1527167732	23-Jun-26
0	14	1527167733	23-Jun-26
0	3	1527167734	23-Jun-26
0	15	1527167736	23-Jun-26
0	0.5	1527167738	23-Jun-26
0	4.6	1527167739	23-Jun-26
0	10	1527167742	23-Jun-26
0	0.1	1527167746	23-Jun-26
0.5	0	1527167749	23-Jun-26
0	2.1	1527167756	23-Jun-26
0	6	1527167757	23-Jun-26
0	8	1527167759	23-Jun-26
1.07	0.025	1527167760	23-Jun-26
10	0	1527167761	23-Jun-26
0	1.1	1527167762	23-Jun-26
25	0	1527167763	23-Jun-26
0	20	1527167764	23-Jun-26
0	1.8	1527167765	23-Jun-26
0.3	0	1527167766	23-Jun-26
2	0	1527167767	23-Jun-26
0	1	1527167768	23-Jun-26
0	1.5	1527167770	23-Jun-26
0.02	1.05	1527167771	23-Jun-26
27.4	0	1527167774	23-Jun-26
0	30	1527167775	23-Jun-26
0	0.9	1527167776	23-Jun-26
3	0	1527167779	23-Jun-26
0	7.5	1527167780	23-Jun-26
0.02	45.225	1527167781	23-Jun-26
0	0.5	1527167782	23-Jun-26
25.17	0.075	1527167784	23-Jun-26
0	0.3	1527167785	23-Jun-26
1.5	0	1527167793	23-Jun-26
0	1	1527167794	23-Jun-26
0	0.3	1527167796	23-Jun-26
0.02	28.0198	1527167799	23-Jun-26
0	202.16	1527167801	23-Jun-26
0.5	0	1527167802	23-Jun-26
0.25	0	1527167803	23-Jun-26
0	125	1527167805	23-Jun-26
0	15	1527167806	23-Jun-26
0	50.36	1527167808	23-Jun-26
0	0.5	1527167812	23-Jun-26
1	0	1527167815	23-Jun-26
0	6	1527167817	23-Jun-26
0	18	1527167821	23-Jun-26
0	3600	1527167823	23-Jun-26
0	27	1527167824	23-Jun-26
0	0.25	1527167825	23-Jun-26
0	1.2	1527167827	23-Jun-26
0	13.3	1527167828	23-Jun-26
4	0	1527167830	23-Jun-26
30.17	0.075	1527167832	23-Jun-26
3	0	1527167836	23-Jun-26
5.12	0.05	1527167837	23-Jun-26
0.02	50.2	1527167838	23-Jun-26
0	202	1527167840	23-Jun-26
0	80.8	1527167841	23-Jun-26
0	1.55	1527167842	23-Jun-26
0	2	1527167843	23-Jun-26
0.7	0	1527167844	23-Jun-26
1	0	1527167846	23-Jun-26
0.3	0	1527167848	23-Jun-26
0	0.4	1527167849	23-Jun-26
0	0.5	1527167850	23-Jun-26
200	0.99	1527167851	23-Jun-26
0	0.3	1527167852	23-Jun-26
0.35	0	1527167854	23-Jun-26
0	0.3	1527167856	23-Jun-26
0.2	0	1527167857	23-Jun-26
7.12	0.05	1527167860	23-Jun-26
0	0.6	1527167861	23-Jun-26
0	0.3	1527167866	23-Jun-26
0	50	1527167867	23-Jun-26
0	0.3	1527167868	23-Jun-26
0	0.3	1527167870	23-Jun-26
0	30	1527167872	23-Jun-26
11	0	1527167873	23-Jun-26
0.5	0	1527167875	23-Jun-26
0	22	1527167880	23-Jun-26
0	10.108	1527167881	23-Jun-26
0	2	1527167882	23-Jun-26
3	0	1527167883	23-Jun-26
0	1	1527167884	23-Jun-26
10	0	1527167887	23-Jun-26
1.07	0.025	1527167888	23-Jun-26
0.6	0	1527167889	23-Jun-26
0.02	1.85	1527167890	23-Jun-26
0	10	1527167891	23-Jun-26
0	0.3	1527167892	23-Jun-26
13.88	0	1527167893	23-Jun-26
0	2	1527167896	23-Jun-26
0	4	1527167897	23-Jun-26
3	0	1527167898	23-Jun-26
1	0	1527167899	23-Jun-26
0	1.2	1527167900	23-Jun-26
8.25	0	1527167901	23-Jun-26
25.9	0.45	1527167904	23-Jun-26
0	0.3	1527167905	23-Jun-26
0.6	0	1527167906	23-Jun-26
0	0.25	1527167907	23-Jun-26
0	200	1527167908	23-Jun-26
0.3	0	1527167911	23-Jun-26
1	0	1527167914	23-Jun-26
0	0.3	1527167915	23-Jun-26
0	0.2	1527167917	23-Jun-26
0.2	0	1527167919	23-Jun-26
0	0.3	1527167921	23-Jun-26
0.02	5.025	1527167922	23-Jun-26
0.25	0	1527167923	23-Jun-26
1	0	1527167928	23-Jun-26
0	0.7	1527167930	23-Jun-26
1	0	1527167931	23-Jun-26
0	40.288	1527167933	23-Jun-26
0.5	0	1527167935	23-Jun-26
2.4	0	1527167940	23-Jun-26
0	0.3	1527167946	23-Jun-26
0	0.3	1527167947	23-Jun-26
1	0	1527167952	23-Jun-26
0	3	1527167955	23-Jun-26
0	0.25	1527167956	23-Jun-26
4	0	1527167959	23-Jun-26
0	1	1527167960	23-Jun-26
0	50	1527167961	23-Jun-26
0	5	1527167963	23-Jun-26
0	5	1527167965	23-Jun-26
4.8	0	1527167966	23-Jun-26
2	0	1527167967	23-Jun-26
0.3	0	1527167968	23-Jun-26
0	1.4	1527167972	23-Jun-26
0	5	1527167973	23-Jun-26
60	0	1527167974	23-Jun-26
0	0.9	1527167975	23-Jun-26
0	202	1527167977	23-Jun-26
0	50	1527167978	23-Jun-26
0	0.1	1527167979	23-Jun-26
0	302.16	1527167980	23-Jun-26
0	11	1527167982	23-Jun-26
0.3	0	1527167985	23-Jun-26
40	0	1527167986	23-Jun-26
0	0.4	1527167988	23-Jun-26
17.645	0.0625	1527167992	23-Jun-26
0.02	65.1625	1527167994	23-Jun-26
0	1.5	1527167998	23-Jun-26
1	0	1527167999	23-Jun-26
35.4	0	1527168000	23-Jun-26
10.12	0.05	1527168001	23-Jun-26
0	1.2	1527168002	23-Jun-26
0.02	501.25	1527168003	23-Jun-26
3	0	1527168005	23-Jun-26
0	10	1527168006	23-Jun-26
6	0	1527168008	23-Jun-26
0	0.25	1527168009	23-Jun-26
0	5	1527168011	23-Jun-26
0	0.4	1527168013	23-Jun-26
0	1.75	1527168014	23-Jun-26
0	0.3	1527168015	23-Jun-26
8.62	0.05	1527168017	23-Jun-26
0	0.5	1527168020	23-Jun-26
0	0.3	1527168021	23-Jun-26
1.4	0	1527168022	23-Jun-26
3.12	0.05	1527168024	23-Jun-26
0	10	1527168025	23-Jun-26
0.25	0	1527168026	23-Jun-26
1	0	1527168027	23-Jun-26
130.28	0.13	1527168029	23-Jun-26
0.02	5.05	1527168032	23-Jun-26
0	17	1527168033	23-Jun-26
0	0.5	1527168035	23-Jun-26
0	1	1527168036	23-Jun-26
2	0	1527168037	23-Jun-26
2.5	0	1527168038	23-Jun-26
13.145	0.0625	1527168039	23-Jun-26
0.2	0	1527168040	23-Jun-26
0.02	19.899	1527168041	23-Jun-26
18.145	0.0625	1527168043	23-Jun-26
0	5.5	1527168045	23-Jun-26
0	6	1527168046	23-Jun-26
0	2	1527168048	23-Jun-26
20	0	1527168049	23-Jun-26
6.3	0	1527168050	23-Jun-26
0	1	1527168052	23-Jun-26
0	10.1	1527168053	23-Jun-26
0	1	1527168054	23-Jun-26
1	0	1527168055	23-Jun-26
100.27	0.125	1527168057	23-Jun-26
10	0	1527168060	23-Jun-26
0	0.3	1527168062	23-Jun-26
0.6	0	1527168063	23-Jun-26
0	10	1527168064	23-Jun-26
0	0.2	1527168067	23-Jun-26
0	2.5	1527168068	23-Jun-26
10	0	1527168071	23-Jun-26
0	5	1527168072	23-Jun-26
0.1	0	1527168073	23-Jun-26
0	14	1527168077	23-Jun-26
0.2	0	1527168078	23-Jun-26
0	2.5	1527168079	23-Jun-26
0	1.3	1527168080	23-Jun-26
0	4	1527168081	23-Jun-26
0.02	4.6	1527168082	23-Jun-26
0	5000	1527168084	23-Jun-26
0.25	0	1527168086	23-Jun-26
12.145	0.0625	1527168087	23-Jun-26
25	0	1527168088	23-Jun-26
0.2	0	1527168089	23-Jun-26
2.5	0	1527168090	23-Jun-26
0	130.936	1527168091	23-Jun-26
0	1	1527168093	23-Jun-26
0.2	0	1527168094	23-Jun-26
0	2	1527168095	23-Jun-26
0	0.1	1527168097	23-Jun-26
0	0.3	1527168099	23-Jun-26
0	2.7	1527168102	23-Jun-26
0	10	1527168105	23-Jun-26
0	0.4	1527168106	23-Jun-26
0.1	0	1527168107	23-Jun-26
0	5	1527168108	23-Jun-26
0	0.8	1527168112	23-Jun-26
3	0	1527168114	23-Jun-26
0	3	1527168116	23-Jun-26
0	30	1527168118	23-Jun-26
0.02	5.11	1527168119	23-Jun-26
1.6	0	1527168120	23-Jun-26
0	0.12	1527168121	23-Jun-26
2	0	1527168126	23-Jun-26
0	0.3	1527168127	23-Jun-26
0	0.75	1527168128	23-Jun-26
0.02	2.1	1527168129	23-Jun-26
0	65	1527168131	23-Jun-26
0.5	0	1527168133	23-Jun-26
20.145	0.0625	1527168134	23-Jun-26
0.75	0	1527168136	23-Jun-26
5.07	0.025	1527168138	23-Jun-26
0	100	1527168139	23-Jun-26
0	0.2	1527168141	23-Jun-26
0.02	50.125	1527168142	23-Jun-26
0	1.3	1527168144	23-Jun-26
0	86	1527168145	23-Jun-26
0.02	20.125	1527168146	23-Jun-26
1.62	0.05	1527168147	23-Jun-26
0	2.5	1527168150	23-Jun-26
0	1.4	1527168151	23-Jun-26
0	100.72	1527168152	23-Jun-26
0	4.6	1527168154	23-Jun-26
0	12	1527168160	23-Jun-26
0	0.6	1527168162	23-Jun-26
0.1	0	1527168163	23-Jun-26
5	0	1527168164	23-Jun-26
0.02	25.15	1527168165	23-Jun-26
0.5	0	1527168166	23-Jun-26
618	0	1527168167	23-Jun-26
224.468	0.224	1527168169	23-Jun-26
0	210	1527168170	23-Jun-26
0	6	1527168171	23-Jun-26
0	0.1	1527168172	23-Jun-26
0.02	0.75	1527168174	23-Jun-26
0	1	1527168176	23-Jun-26
0	0.7	1527168177	23-Jun-26
0	0.3	1527168179	23-Jun-26
0	0.2	1527168181	23-Jun-26
0	200	1527168184	23-Jun-26
0	0.3	1527168188	23-Jun-26
1.35	0	1527168189	23-Jun-26
1.5	0	1527168190	23-Jun-26
0.02	300.75	1527168192	23-Jun-26
0	0.3	1527168193	23-Jun-26
0	12	1527168194	23-Jun-26
0	1	1527168197	23-Jun-26
0	0.2	1527168200	23-Jun-26
0.2	0	1527168203	23-Jun-26
0	0.2	1527168205	23-Jun-26
0	90	1527168206	23-Jun-26
0	20.216	1527168207	23-Jun-26
0	1	1527168208	23-Jun-26
0.1	0	1527168210	23-Jun-26
0	0.3	1527168211	23-Jun-26
0.5	0	1527168212	23-Jun-26
0	1.5	1527168213	23-Jun-26
0	0.7	1527168215	23-Jun-26
50	0	1527168218	23-Jun-26
0	1	1527168219	23-Jun-26
1	0	1527168223	23-Jun-26
1.9	0	1527168224	23-Jun-26
0	0.3	1527168228	23-Jun-26
0	0.2	1527168230	23-Jun-26
0	0.5	1527168231	23-Jun-26
20	0	1527168234	23-Jun-26
0	21.8	1527168235	23-Jun-26
0.02	2.6	1527168236	23-Jun-26
0	303.24	1527168237	23-Jun-26
0	1.5	1527168238	23-Jun-26
0	2	1527168239	23-Jun-26
0.4	0	1527168241	23-Jun-26
0	3	1527168242	23-Jun-26
30.17	0.075	1527168245	23-Jun-26
0	2	1527168247	23-Jun-26
0	5	1527168252	23-Jun-26
0	0.2	1527168253	23-Jun-26
0	6	1527168255	23-Jun-26
0	32.6	1527168257	23-Jun-26
2	0	1527168258	23-Jun-26
0	3	1527168259	23-Jun-26
0	8.3	1527168260	23-Jun-26
0	0.3	1527168261	23-Jun-26
0	1	1527168262	23-Jun-26
0	0.4	1527168269	23-Jun-26
10	0	1527168270	23-Jun-26
0	0.26	1527168271	23-Jun-26
0	0.2	1527168272	23-Jun-26
2	0	1527168275	23-Jun-26
1	0	1527168276	23-Jun-26
0.8	0	1527168281	23-Jun-26
0	31.5	1527168282	23-Jun-26
3	0	1527168283	23-Jun-26
0.2	0	1527168284	23-Jun-26
0	17	1527168285	23-Jun-26
0	42.17	1527168286	23-Jun-26
0	0.6	1527168287	23-Jun-26
0.25	0	1527168288	23-Jun-26
0.02	3.55	1527168289	23-Jun-26
0	0.4	1527168291	23-Jun-26
0	1	1527168293	23-Jun-26
0	1.2	1527168295	23-Jun-26
0	7	1527168296	23-Jun-26
0	1.4	1527168297	23-Jun-26
0	0.8	1527168298	23-Jun-26
0	0.6	1527168299	23-Jun-26
0.02	3.6	1527168300	23-Jun-26
0	0.2	1527168301	23-Jun-26
0	1.3	1527168302	23-Jun-26
0.02	10.05	1527168304	23-Jun-26
0	1	1527168305	23-Jun-26
1	0	1527168307	23-Jun-26
0	0.4	1527168308	23-Jun-26
1.1	0	1527168310	23-Jun-26
1	0	1527168311	23-Jun-26
0.5	0	1527168312	23-Jun-26
0.5	0	1527168315	23-Jun-26
0.02	11.0275	1527168318	23-Jun-26
0.02	4.1	1527168319	23-Jun-26
0.3	0	1527168321	23-Jun-26
0	401.44	1527168322	23-Jun-26
0	15	1527168323	23-Jun-26
0	4	1527168324	23-Jun-26
0	0.6	1527168325	23-Jun-26
15	0	1527168327	23-Jun-26
150	0	1527168329	23-Jun-26
0	0.5	1527168330	23-Jun-26
0	1.5	1527168331	23-Jun-26
0	0.35	1527168332	23-Jun-26
103.226	0.103	1527168333	23-Jun-26
0	0.5	1527168334	23-Jun-26
0	25.4	1527168335	23-Jun-26
0	100	1527168338	23-Jun-26
0	2	1527168339	23-Jun-26
1	0	1527168340	23-Jun-26
0	0.3	1527168342	23-Jun-26
0.02	1.05	1527168344	23-Jun-26
30	0	1527168345	23-Jun-26
0.3	0	1527168346	23-Jun-26
0.7	0	1527168347	23-Jun-26
0	100	1527168348	23-Jun-26
0	0.5	1527168352	23-Jun-26
0.1	0	1527168355	23-Jun-26
0	15	1527168356	23-Jun-26
0	1.8	1527168358	23-Jun-26
0	0.3	1527168360	23-Jun-26
0	0.3	1527168361	23-Jun-26
0	1	1527168362	23-Jun-26
3	0	1527168363	23-Jun-26
25.17	0.075	1527168364	23-Jun-26
0	4	1527168370	23-Jun-26
0.02	1.05	1527168373	23-Jun-26
0.02	3.5	1527168374	23-Jun-26
0	12	1527168380	23-Jun-26
11	0	1527168381	23-Jun-26
0	1.5	1527168382	23-Jun-26
1.5	0	1527168391	23-Jun-26
0	0.5	1527168394	23-Jun-26
0	5	1527168397	23-Jun-26
